"ID_REF"	"GSM710733"	"GSM710735"	"GSM710737"
"LINC01943"	4.23010620188627	4.421486310663	4.70780871498838
"LINC01949"	5.2985416848885	4.93667982851521	5.04098526515943
"LINC01957"	3.34320562107695	3.49775283865793	3.85350198237721
"LINC01963"	6.13483056578447	6.2507107419211	6.54328820910304
"LINC01968"	5.94105499110142	5.67401215768987	5.83990241317624
"LINC01970"	3.40335657096286	3.50096241866903	4.0305742161073
"LINC01974"	3.7325126130233	3.76357095651678	4.32052624516199
"LINC01977"	3.29798910640104	3.26093055777802	3.30869990438395
"LINC01981"	3.08310567917879	3.25568173637782	3.27396897466102
"LINC01986"	3.34531816411875	3.22260621768111	3.29215974128853
"LINC01988"	5.81297398943315	5.58172954292476	6.40563672319475
"LINC01990"	2.92983433629092	2.95956097883883	2.95555660820642
"LINC01992"	8.27802713705034	7.63413357049053	7.21968304240314
"LINC01996"	4.52601274430775	4.25257630072201	4.58864317270457
"LINC01998"	4.18408810065677	4.05129406961507	4.10272439278738
"LINC02002"	3.34019753656239	3.0307351263837	3.24495395876209
"LINC02003"	4.5680432096638	4.54221839310976	4.57710934973163
"LINC02008"	4.64826036679647	4.29495171033119	4.74408141094568
"LINC02011"	3.26167012467016	3.01920455274533	3.19691421601704
"LINC02012"	5.36018083846678	5.31799504860272	5.49748411950526
"LINC02016"	3.63171514608748	3.60985250583155	3.70503997444252
"LINC02019"	6.06208394225721	5.81275544024782	5.88613844948514
"LINC02023"	3.18539451611882	3.26752308783495	3.22608668240135
"LINC02026"	3.91909500160355	3.4179406682647	3.89955232249693
"LINC02028"	3.91957265501342	3.90123852880206	3.86878472416639
"LINC02029"	4.16164936654371	3.91362486856739	4.10013564255078
"LINC02032"	4.18518624624376	4.16895095869155	4.23820926460072
"LINC02035"	8.7911013850268	8.20456382524246	8.12755282096166
"LINC02036"	3.64643067561065	3.76716942285201	4.10883511264418
"LINC02042"	3.2008192225149	3.07652270732541	3.21522826377891
"LINC02043"	6.79003891405845	6.64453224341501	7.08666335122292
"LINC02044"	4.67983318628082	4.14281005364245	4.29697761482857
"LINC02047"	3.4086433020542	3.09413146026089	3.06740794303228
"LINC02052"	2.91127946097566	2.76945232915463	3.02616290824571
"LINC02053"	3.53717092809199	3.44719845013783	3.58093648604821
"LINC02059"	3.00192723910437	3.08570617140504	3.20395686089411
"LINC02064"	4.90466433068766	5.04004169131215	5.34617900624786
"LINC02065"	5.09145689810408	4.27574245930546	4.51976369645636
"LINC02067"	13.4855890847224	14.0117487077449	14.0012488462403
"LINC02070"	2.95404208071862	3.01386043860189	3.14792829615593
"LINC02071"	5.12081150910709	4.72952729122384	5.08165195808593
"LINC02073"	4.76850188150139	4.98800266542714	4.91596738053081
"LINC02078"	4.4526942705283	4.30228286386034	4.47060504933785
"LINC02086"	5.69692881520637	5.09295735810112	5.53610070525265
"LINC02088"	7.08779299439307	7.19412779154672	7.87901589380501
"LINC02091"	4.75258031521725	4.89502340832375	5.09525541611637
"LINC02092"	3.94642902838662	3.82399388184746	4.17757099500074
"LINC02097"	4.17489410536712	4.09201327729328	4.46747515611103
"LINC02099"	3.65923123344116	3.61328524241416	3.88938325390358
"LINC02109"	3.00192723910437	3.28493864908541	3.58635204343623
"LINC02112"	3.42163308359306	3.22143722558505	3.333820521332
"LINC02114"	3.31274553122363	3.25749970378861	3.2852136094827
"LINC02116"	3.76088644153879	3.37169942937911	3.88720088324327
"LINC02119"	4.3582352745335	4.56648287788249	4.15312374051565
"LINC02123"	3.52130074727049	3.2368501844606	3.48257227276266
"LINC02126"	4.40701333553383	4.16261350804687	4.74087810321456
"LINC02135"	3.92518314182425	3.79364692096371	3.79951989443925
"LINC02139"	4.95468613348405	4.78831148879053	5.15937558754734
"LINC02140"	4.77382404815316	4.08529820395199	4.14174782759483
"LINC02145"	4.35808782929599	4.32758536533399	4.26776661171042
"LINC02148"	3.54633009950722	3.62895718882622	3.45146049630851
"LINC02149"	3.32917413715969	3.1058316234683	3.73155708348796
"LINC02150"	3.90013261951248	3.47552198524064	4.16159191748239
