"ID_REF"	"GSM705297"	"GSM705298"	"GSM705299"	"GSM705300"	"GSM705301"	"GSM1209554"	"GSM1209555"	"GSM1209556"	"GSM1209557"
"AC004158.1"	"2.8758130136467"	"3.00864023554537"	"2.89513657907749"	"3.00004114264562"	"2.70821967900572"	"3.04632363255285"	"2.82693669356908"	"2.84264223831409"	"2.90765399396893"
"AC004160.1"	"3.7092201827765"	"4.30157065975695"	"4.08784847441545"	"3.70676225897458"	"3.17596957411431"	"3.88120293010526"	"3.69383680760773"	"3.67361382511256"	"3.78312018498145"
"AC004221.1"	"7.06009509616899"	"6.53357273794119"	"6.9057959784677"	"7.16920606085904"	"7.4196911374923"	"6.84189184886616"	"7.49134483662368"	"6.75786243356553"	"6.77670911739947"
"AC004231.3"	"3.1484382670922"	"3.34289007320334"	"3.53172238000574"	"3.39364522272077"	"3.25303963933833"	"2.98830813569301"	"3.50909439096289"	"3.6084250741971"	"3.26889668118939"
"AC004232.2"	"5.77001870058736"	"6.21298336843069"	"6.25598873895065"	"5.96790085113181"	"5.57084509970322"	"5.81944168762743"	"5.83891856452984"	"5.87277506665535"	"6.20628154037829"
"AC004233.2"	"5.40057995845917"	"5.29823213967874"	"5.17784491482377"	"5.29468423225619"	"5.35686659079603"	"5.46220457241881"	"5.25034830240824"	"5.34695909929989"	"5.33025496308877"
"AC004241.1"	"5.63125434622394"	"6.002332092949"	"5.89326038063488"	"5.88597715706443"	"5.41506354373218"	"5.8735918343484"	"5.53438621111352"	"5.79386215341268"	"5.85579248009852"
"AC004241.4"	"3.87398129593316"	"4.04701757637243"	"4.07947428015602"	"3.95156892161645"	"3.81330319995859"	"3.81671859352384"	"4.14709523557475"	"4.05735298013662"	"3.84307300377618"
"AC004241.5"	"3.60121532850016"	"3.64393327227888"	"3.77034356066197"	"3.71368119273931"	"3.48730888522483"	"3.72898909337755"	"3.58323885949156"	"3.6535288229869"	"3.70979886990129"
"AC004264.1"	"4.41052366648482"	"4.51861430438571"	"4.77126705499966"	"4.6100840197907"	"4.59590363652365"	"4.82399911780274"	"4.46373863790477"	"4.51124753354284"	"4.59754950505595"
"AC004408.1"	"4.40467480545147"	"4.8090504168845"	"4.57704004960994"	"4.449100694566"	"4.42140428624682"	"4.40772933496208"	"4.42364998725255"	"4.75907611744557"	"4.54413189346903"
"AC004408.2"	"4.67464573454722"	"5.20403038538465"	"5.16697296904108"	"4.89551340686149"	"4.97491141607998"	"4.78705148362164"	"5.29401457434958"	"4.87578633840509"	"5.0255850329419"
"AC004461.2"	"4.19892289107359"	"4.44377372111966"	"4.32939080583429"	"4.20759970267663"	"4.18805359978239"	"4.36738719809469"	"4.23712192107253"	"4.38560501737947"	"4.2742957462685"
"AC004477.1"	"7.28503076112152"	"6.92110446790648"	"7.14411811763074"	"6.93940788087704"	"7.42926266005356"	"7.41135318469181"	"7.15431582364175"	"6.92755715312054"	"7.00565229841258"
"AC004490.1"	"3.64937976597185"	"3.71110800383432"	"3.50065356738814"	"3.77695044284564"	"3.41880334179309"	"3.51350016718592"	"3.45894317781005"	"3.86308462664877"	"3.59679562258984"
"AC004510.2"	"4.44693041688868"	"4.92613022701187"	"4.43747366286042"	"4.55551420493325"	"4.40309483194218"	"4.53687991746993"	"4.49311275843142"	"4.4755961637805"	"4.81145228163845"
"AC004522.3"	"5.16128812670749"	"5.30115561583921"	"5.31373164285432"	"5.40317209777714"	"5.06348121778988"	"5.31344497938161"	"5.17665951361044"	"5.18703676695751"	"5.41168980690155"
"AC004528.1"	"3.24233754946652"	"3.30269175099313"	"2.94018449920221"	"2.97969577205628"	"2.99477256780513"	"2.82847003510036"	"3.0891662851887"	"3.3685781476326"	"3.10601813550857"
"AC004540.1"	"3.84786200184409"	"3.9492097084155"	"3.90435820736337"	"3.86772691580095"	"3.77926382802554"	"3.82349429466323"	"3.88337157061608"	"3.91528029941675"	"3.97535669411302"
"AC004542.1"	"8.75317290302675"	"8.1183502558194"	"8.67561567555766"	"8.50424700035117"	"8.65258259806762"	"8.20432261520296"	"8.79044904745274"	"7.91404900509015"	"8.92834362100183"
"AC004543.1"	"8.56754158975748"	"7.65036113076085"	"8.464171461815"	"8.46740464007414"	"8.89441765143332"	"8.1811944900499"	"8.66789464535346"	"8.17340626043588"	"8.33960670621066"
"AC004590.1"	"3.2562347218115"	"3.44237779399365"	"3.15186202294578"	"3.1365141445239"	"3.20645196080525"	"3.10450443274955"	"3.29632139086565"	"3.31363402734784"	"3.31878440783447"
"AC004593.1"	"4.01601914046651"	"4.04261673017747"	"3.8914945931704"	"3.93362369187896"	"3.96515148861807"	"3.43033965128998"	"3.79873145850943"	"4.26926615386838"	"4.2896799254869"
"AC004623.1"	"2.9896287358081"	"3.28788339319158"	"3.33471426140005"	"3.06535506985486"	"2.85492353340053"	"3.02944094867754"	"3.13114483882592"	"3.35109650458035"	"2.8792528843404"
"AC004687.1"	"6.67054578521507"	"6.15094204358924"	"6.34052644677163"	"6.62168269010063"	"6.97455579580062"	"6.79209782517931"	"6.08811048497032"	"6.5886007608543"	"6.51639525051272"
"AC004690.2"	"3.94962232002573"	"4.37308540041733"	"4.13537000543065"	"3.93052597986009"	"3.35789991495812"	"3.89688259047033"	"4.06728535505127"	"3.80149140586369"	"3.88434562892282"
"AC004707.1"	"3.67638614904078"	"3.75931045991822"	"3.71530759585811"	"3.88762672657951"	"3.52893310140881"	"3.84937195679372"	"3.75385611314084"	"3.61072512275993"	"3.69431624504338"
"AC004771.3"	"5.72515973590842"	"5.50109313234258"	"5.49277160541286"	"5.79264869741419"	"5.9052220145938"	"6.25930138135825"	"5.3506158511247"	"5.61636474293188"	"5.43179209489389"
"AC004784.1"	"4.2411173310127"	"4.40163347819448"	"4.36863329070856"	"4.25716719525155"	"4.2969434703839"	"4.36267551730789"	"4.37573210837614"	"4.23308259145031"	"4.41535961303341"
"AC004801.3"	"3.66414322233988"	"3.23934997046239"	"3.3702978789625"	"3.66731779268179"	"3.73922037089245"	"3.09518455898175"	"3.33612323556553"	"4.08383158379936"	"3.52908466084677"
"AC004803.1"	"3.84329028741185"	"4.22622023961174"	"4.07026914562197"	"4.02616696023104"	"3.80810633346018"	"3.92383938061354"	"4.17910339214"	"3.97364777165149"	"3.93728727861718"
"AC004812.2"	"5.16914913071345"	"5.12555050284862"	"5.48609299277552"	"5.44181326775652"	"5.02030126957539"	"5.23222183593997"	"5.11409779016833"	"5.21094528949925"	"5.40931285563971"
"AC004816.1"	"4.39242772890318"	"4.68804343518667"	"4.69471300313666"	"4.49922385404497"	"4.39754009381658"	"4.3155385646975"	"4.49176533287267"	"4.6815420552771"	"4.74094044233521"
"AC004817.1"	"3.38121565570349"	"3.46580889809167"	"3.54663373429722"	"3.59691919068101"	"3.42107243161018"	"3.55692443435605"	"3.61299971985652"	"3.39431688923515"	"3.47034083929021"
"AC004817.2"	"4.40759382904558"	"4.71989688056888"	"4.93212467852098"	"4.64501672159752"	"4.55281451118826"	"4.86783356709871"	"4.51411692402068"	"4.54157790438808"	"4.77118666486523"
"AC004825.2"	"3.80716441009205"	"3.88873018519011"	"3.85180917886037"	"3.85094702320844"	"3.91233576260625"	"3.74972869906731"	"3.7404334295542"	"4.01194841041339"	"4.03078133603059"
"AC004830.2"	"3.38957351459256"	"3.55653485639453"	"3.43428060732283"	"3.40252778268303"	"3.15900660316517"	"3.40058115432178"	"3.18084965617466"	"3.555447653817"	"3.44319286102212"
"AC004832.1"	"4.22818749181341"	"4.34881351049586"	"4.02749370740033"	"4.20262016343752"	"4.12483979020165"	"4.30106168876415"	"4.30288346178571"	"4.20560699124038"	"4.04147577558167"
"AC004835.1"	"6.74196780092841"	"7.28693141900159"	"7.14294232945619"	"6.85038151344723"	"5.81065725912056"	"6.15748881597787"	"6.94045397783094"	"6.8494084511758"	"6.83583775287916"
"AC004836.1"	"3.89193170062232"	"4.13426444293453"	"3.81409624586287"	"4.17098230615281"	"3.88146284775381"	"4.24466499867612"	"4.01884659067589"	"3.7137526779437"	"3.87959576586024"
"AC004839.2"	"4.81977530921183"	"4.84881198016367"	"4.81123210316657"	"4.83042814650312"	"4.64189896797569"	"4.79187605897868"	"4.69118225068046"	"4.84815265124181"	"4.93997153512263"
"AC004846.1"	"4.04667446588213"	"4.50107922274398"	"4.21637851107208"	"4.08423045495446"	"4.16820537514248"	"4.08997628171274"	"4.10801075278613"	"4.35678066148723"	"4.29407372781328"
"AC004846.2"	"4.9069791001077"	"5.05123801505734"	"5.05328995089371"	"5.27349732439989"	"4.93634222380595"	"5.02574081835054"	"4.74332538651956"	"5.2142363690854"	"5.22722591407446"
"AC004847.1"	"4.99761673223263"	"4.56363612512461"	"5.04627429585485"	"5.21355134655354"	"5.58048358747637"	"4.62257759831632"	"5.13360108559308"	"4.98661022971707"	"5.3058922054782"
"AC004852.2"	"3.30662004270245"	"3.1963441766415"	"3.00300154847031"	"3.27705659540819"	"3.20561150789341"	"3.11879938207395"	"3.35685732980021"	"3.1939661824647"	"3.2165855308317"
"AC004882.3"	"10.7535217893327"	"10.2626155771499"	"10.4765418171006"	"10.5445441663669"	"10.9497310314322"	"10.3774150425004"	"11.1750890905505"	"10.2842225843933"	"10.5497510998508"
"AC004900.1"	"8.02998768221195"	"7.39634832546143"	"7.55603373970008"	"7.85293928915688"	"7.96367879043334"	"7.58612815916293"	"8.34296524494635"	"7.25826279756399"	"7.64005701054525"
"AC004908.1"	"4.38150503027948"	"4.69736240719566"	"4.34780004449607"	"4.01663592671087"	"3.81862085964758"	"4.5886292874773"	"4.2078578645104"	"3.89814320051081"	"4.30120314099593"
"AC004917.1"	"3.37422552182423"	"3.60980770896874"	"3.82041446037361"	"3.81739091023619"	"3.56087371244516"	"3.52309838702889"	"3.75508972543382"	"3.83311149303603"	"3.45559629868897"
"AC004918.1"	"7.05723803167135"	"6.50667802058168"	"6.52859538017984"	"6.86921811057061"	"6.9330004636704"	"6.39160511942371"	"6.93010233842126"	"6.573379092943"	"6.96559038348428"
"AC004918.3"	"4.9110214216364"	"4.91483095157546"	"5.04240046859905"	"5.05743435255107"	"4.99233087121286"	"5.10048737071463"	"5.13272818431582"	"4.7959195386119"	"5.01592019369403"
"AC004938.2"	"4.34005140142056"	"4.44574754847714"	"4.5234862844835"	"4.31486910317966"	"4.15139558067814"	"4.32270920652649"	"4.52685327667755"	"4.21862155837276"	"4.4598377671584"
"AC004943.2"	"4.21560924562751"	"4.28423949965122"	"4.31803808299853"	"4.20120885220016"	"4.13989909432022"	"4.04100145246577"	"4.24515362507922"	"4.3470449819475"	"4.3394372943426"
"AC004944.1"	"3.34090164930445"	"3.51258165456337"	"3.78264034604186"	"3.67163323596896"	"3.26439458801543"	"3.20348438025526"	"3.73349399558905"	"3.64185970405016"	"3.48541272559044"
"AC004947.1"	"4.18565813019272"	"3.93485875422657"	"3.97537709150876"	"4.29309772527244"	"4.14933909258152"	"3.72153885859238"	"4.21625397135204"	"4.22899936919318"	"4.27167238787144"
"AC004948.1"	"2.57222330726671"	"2.32026269119575"	"2.42659116334255"	"2.54782910272651"	"2.96234769005568"	"2.42464133133962"	"2.82848415366633"	"2.44541074436141"	"2.50038492607834"
"AC004951.1"	"7.52189342349279"	"7.18793559272822"	"7.41231444230152"	"7.43910840587193"	"8.19217468441277"	"7.88654581916058"	"7.42547148646896"	"7.36452890722943"	"7.39914223825291"
"AC004967.2"	"6.31704529320303"	"6.71879347567783"	"6.68467612881414"	"6.4312759288088"	"5.94097489775074"	"6.54394321573807"	"6.45879749282152"	"6.20665634522392"	"6.37878672494179"
"AC004972.1"	"2.74228294551439"	"2.56621560130603"	"2.83919907926541"	"2.95221256347559"	"2.80384260184333"	"2.83724131177232"	"2.9887330114386"	"2.70646655119121"	"2.60912944297192"
"AC004982.1"	"3.32069123464584"	"3.27172234980503"	"3.41627258213871"	"3.72230321942427"	"4.12123699339763"	"3.6954716160021"	"3.47965468023274"	"3.40602870663368"	"3.55509131565984"
"AC005005.3"	"4.47395137437973"	"4.93254096737756"	"5.02710931354863"	"4.74727666864209"	"4.27826227746896"	"4.63947573847444"	"4.76860514569599"	"4.47675381946475"	"4.79120492930788"
"AC005009.1"	"3.07507709867617"	"3.86696370370335"	"3.41515956954176"	"3.33431143083265"	"2.98280619666584"	"3.01991197704343"	"3.37745134087498"	"3.3719788928975"	"3.3836050682864"
"AC005014.2"	"3.55240477115104"	"3.84124894265437"	"3.5590620386022"	"3.57211170081257"	"3.69575531065256"	"3.48860077013704"	"3.57825461702528"	"3.76886653659201"	"3.78276625864057"
"AC005034.5"	"6.22100119468919"	"5.21492209150923"	"5.384777881127"	"5.78236532382946"	"6.51638337575983"	"5.74528398520831"	"5.87941343180989"	"5.22663691871919"	"6.12178839958451"
"AC005037.1"	"4.38725120607443"	"5.39293348554929"	"5.11910898945393"	"5.53197239482913"	"5.54000507500664"	"5.00234699072605"	"5.37660458905816"	"4.58076636372708"	"5.5488701090935"
"AC005041.4"	"3.96450162623907"	"4.22128449716426"	"3.92082998959981"	"3.79901559553291"	"3.68529343879404"	"4.05931649911571"	"3.87785334310699"	"3.70427994103465"	"4.03546008326302"
"AC005041.5"	"9.43805800512809"	"8.82301321197841"	"9.29980331734204"	"9.21202797495666"	"9.75861706706253"	"9.66073995135614"	"9.07678237774199"	"9.53206894939713"	"8.89760887204748"
"AC005062.1"	"6.74435609477562"	"6.9358035711617"	"6.71298001423315"	"6.84595301958968"	"6.70903220180055"	"6.79000926428817"	"6.85558353867594"	"6.89431199672274"	"6.66009336549038"
"AC005064.1"	"2.94910707756779"	"3.35297882609467"	"3.1119548973362"	"2.95207184275379"	"2.5699345236307"	"3.15279471224408"	"2.99701022663768"	"2.79246323303683"	"2.91546490639497"
"AC005072.1"	"3.85268943531152"	"3.74222440602046"	"3.67192943910157"	"3.67758402196265"	"4.00720757981712"	"4.03696924801419"	"3.65236834780619"	"3.51292818376142"	"3.95288875358797"
"AC005076.1"	"5.11666664483579"	"5.57140791220238"	"5.34447218614016"	"5.23982234488346"	"4.87314741041531"	"5.41940696487628"	"5.11975008251818"	"5.24983958788656"	"5.0950866013588"
"AC005082.2"	"7.25055100254738"	"7.03190651677311"	"7.07996977358253"	"7.15929094146986"	"7.51024343326963"	"6.86532949029417"	"7.69156394015335"	"6.97771762023821"	"7.21002425698624"
"AC005083.1"	"5.01647653710338"	"4.93145242345682"	"4.86674136447853"	"5.17436033624379"	"5.521706193052"	"5.4831554692789"	"5.29666222326108"	"4.57317403946304"	"4.99661986780992"
"AC005162.2"	"4.23677530104342"	"4.6326442733945"	"4.44082153442393"	"4.26412785702518"	"3.74170644001456"	"4.55709355782831"	"4.06112391789562"	"4.18934604074908"	"4.15207626903377"
"AC005165.1"	"5.10088306680448"	"5.00831869362915"	"5.58043122485829"	"5.20934875630293"	"4.67238714373357"	"5.4892689840239"	"4.96138098843273"	"4.9771725707774"	"4.95629579223199"
"AC005180.2"	"3.75503827666989"	"4.27924475746531"	"4.25650464481974"	"4.01324971388888"	"3.67138764456356"	"4.05376367674329"	"3.91908629253771"	"4.20389113687004"	"3.74908546605683"
"AC005197.1"	"5.79406739431371"	"5.61737256220961"	"6.04346331991205"	"5.63539685714645"	"5.67844105490019"	"5.45099483144883"	"5.70407313688185"	"5.97495458936625"	"5.95022377126135"
"AC005224.3"	"4.02491525769557"	"4.07932981210865"	"3.91461461991215"	"3.95429041850051"	"3.78533829229642"	"3.74674591503528"	"3.95947950899605"	"4.19174716319676"	"3.95767626923266"
"AC005225.2"	"3.11465165137215"	"2.87464836865988"	"3.01598679520965"	"3.09168412804133"	"3.01930084930477"	"2.97352323729045"	"3.06223256810707"	"3.14433184854384"	"2.97722535919481"
"AC005229.3"	"4.35871586081061"	"3.88591320468494"	"3.93155458943488"	"4.25039199379384"	"4.98093219922765"	"4.72884141956107"	"4.19795036907227"	"3.96696175507107"	"4.00408912684575"
"AC005252.3"	"3.36577145690415"	"3.39351741784474"	"3.3711166694079"	"3.38182175596405"	"3.51775243031133"	"3.49521909652714"	"3.48666467729694"	"3.43203080131257"	"3.40606529483745"
"AC005253.2"	"8.01865548109144"	"7.66162460683929"	"7.69802320893892"	"7.68636351083001"	"7.88234491704205"	"7.77195824572341"	"7.66165971649802"	"7.52503190124135"	"8.07096681324073"
"AC005256.1"	"5.29805203725451"	"5.3309981600647"	"5.4461403572298"	"5.27312988333193"	"5.13660362556571"	"4.99376712853808"	"5.61522342244171"	"5.39610889024617"	"5.24848704575405"
"AC005261.1"	"5.82311194898456"	"5.47423800625728"	"5.45216434822277"	"6.11193956805011"	"6.49678003644942"	"5.89219607489198"	"6.34424730492031"	"5.29149764443756"	"5.72808053026506"
"AC005261.3"	"5.57544246949585"	"4.70009411076501"	"5.03622950718244"	"5.21349310357029"	"5.84401082246496"	"5.286723407474"	"5.01144675475279"	"5.21774028787668"	"5.40080201443894"
"AC005261.5"	"4.21754482218486"	"5.58106077108501"	"4.92446834774161"	"5.05088857361229"	"3.25467056480137"	"4.33284279928928"	"4.39337339722098"	"4.37039211264053"	"4.72896431051118"
"AC005288.1"	"7.61677777964086"	"7.50895278922627"	"6.84993084240537"	"7.43413577878399"	"7.2352154193828"	"7.63480218156504"	"7.18285002007985"	"7.01033724048271"	"7.30817059839483"
"AC005306.1"	"5.69558365915454"	"5.95994808781377"	"6.12908371511196"	"5.89501760700584"	"6.54172798585319"	"6.01410413108387"	"5.46735519788801"	"6.51702480336938"	"6.04628137640796"
