"ID_REF"	"GSM710979"	"GSM711481"	"GSM711685"	"GSM711687"	"GSM1209565"	"GSM1209567"	"GSM1209571"
"AC005515.1"	"5.11874617298382"	"4.90461348267648"	"4.84437570152966"	"4.91051831223955"	"5.05936081076316"	"4.99070508872117"	"4.78605187632091"
"AC005520.2"	"4.89992843620119"	"4.84049693487341"	"5.02485767803775"	"5.12152493879966"	"4.97335980320867"	"4.75772223036396"	"5.19816154118001"
"AC005520.5"	"3.09996166131373"	"2.98494466245977"	"2.69656979919941"	"2.92551295335362"	"2.85391163716317"	"2.99427891753546"	"2.91605286571719"
"AC005523.1"	"4.65509139172091"	"4.51955156660584"	"4.92608235715992"	"4.84480224258165"	"4.67140939420142"	"4.95032018040944"	"4.57722146539603"
"AC005523.2"	"7.23292510677204"	"7.38435545255039"	"7.59757514373196"	"7.45975368735232"	"7.5828811999108"	"7.20185015217262"	"7.33107732886669"
"AC005537.1"	"4.20639600612127"	"3.86168678367245"	"3.97128984287716"	"4.10212397174021"	"4.09443635663481"	"3.9363383606027"	"4.11308072172202"
"AC005546.1"	"8.61494361094854"	"8.14980712255262"	"7.99390177230876"	"7.9095948723667"	"7.90134798685637"	"8.35660380627905"	"8.19836668546373"
"AC005549.1"	"4.89868926296926"	"4.89088259739477"	"5.28175839692498"	"5.59282188360345"	"4.79365895883245"	"5.08501417035437"	"5.6078637698596"
"AC005562.1"	"5.34239213533907"	"5.52575693320914"	"5.24923371967747"	"5.27637928970763"	"5.42123469381964"	"5.1819101536719"	"5.46793956758678"
"AC005586.1"	"4.94430006763276"	"5.11385396430589"	"5.04591876347849"	"4.87483418320613"	"4.88394488009991"	"5.14302235807111"	"4.97939674051312"
"AC005592.1"	"3.39426941160131"	"3.40676784816233"	"3.66243106668679"	"3.50500140029005"	"3.40555623653751"	"3.42292277998614"	"3.65627518770378"
"AC005606.1"	"6.71810119114691"	"7.12554600337419"	"7.16369252521007"	"7.31715563632331"	"7.18340354105905"	"7.16921930091057"	"6.72734030200592"
"AC005606.2"	"5.38541039274609"	"5.32773047693273"	"5.33756267932271"	"5.0859685791163"	"5.32743958235733"	"5.54745373986104"	"4.92347679952107"
"AC005632.3"	"7.33766193424589"	"7.29535193053947"	"7.31120136775907"	"7.51662280334373"	"7.24156186439063"	"7.40300280573884"	"7.34818075260497"
"AC005670.3"	"6.18138571248868"	"6.23952844079579"	"6.28967058608417"	"6.10786393824764"	"6.29004875694515"	"6.14849096801335"	"6.18400370824937"
"AC005674.1"	"7.64985018132886"	"7.83467214744578"	"8.23302477692929"	"8.55497512015287"	"8.09192389284889"	"7.99295550399064"	"8.03209249711719"
"AC005696.2"	"8.77043977773069"	"8.58599400826508"	"8.53584788441773"	"8.58460719573499"	"8.90562362551089"	"8.33804829320304"	"8.58458950171059"
"AC005696.4"	"5.99081330279598"	"6.42733244924078"	"6.18035420286814"	"6.03942462168844"	"5.98499160894454"	"6.51797088493761"	"5.97189353721341"
