"ID_REF"	"GSM622849"	"GSM622850"	"GSM622851"	"GSM622852"
"A1BG-AS1"	3.41154465326284	3.41877110849717	3.51414800837967	3.26229200727512
"A2M-AS1"	2.90073619681507	3.10378492655185	2.91631021793532	3.03922806970112
"AA06"	3.89223089521149	3.99995407604906	4.31395759266901	4.04089684483204
"AATBC"	2.97181107254399	3.49867752760887	3.2909992023559	3.64466655285164
"ABALON"	4.95476172735939	5.07547853594201	5.07811347126171	5.3462687845284
"ABCA9-AS1"	2.66897487142657	2.40736808077966	2.28906261950404	2.4495656920218
"AC000032.1"	8.10133078457434	8.09939131839489	8.23107476512573	8.36729519869865
"AC000068.2"	8.16305944324811	8.27166069032057	7.94888537704622	8.01760789745992
"AC000120.1"	6.87115039308999	6.17351435055941	6.9304575965512	6.77958810525377
"AC000123.2"	3.07046742090392	3.03320712148163	3.14515226479584	3.14903514354845
"AC000123.3"	3.42056216769786	3.63532063564718	3.39976822450045	3.41291658382866
"AC002044.1"	8.37366567038912	8.56465846920037	8.60017708775766	8.4516481517105
"AC002059.1"	4.07046890202953	3.95109419533743	4.14333312563983	4.2875902202009
"AC002064.1"	2.43102692339041	2.56724434447874	2.4735789929041	2.51983675686827
"AC002070.1"	3.23099437849541	3.52696378379789	3.42567228716262	3.27224414893176
"AC002094.1"	6.31661657486045	5.76366939197342	5.91517364066757	5.93220548345947
"AC002094.2"	6.30746985030176	6.22851711909998	6.34699377425341	6.10987694729897
"AC002116.1"	7.06125725008949	7.07787929991052	7.17063583437864	7.16321427894484
"AC002310.1"	4.09356045873523	4.24683659624775	4.39711417070563	3.96500219408066
"AC002310.2"	3.07708810404214	3.17018919994922	3.17813903740525	3.18022437904933
"AC002347.2"	6.14374537794505	6.12425755429592	6.3434329784842	6.20555068134359
"AC002398.1"	4.933830232441	4.98130622231496	5.04097768008667	4.93177383221088
"AC002398.2"	3.31924279192633	3.30419179508771	3.11073193149756	3.26148721438346
"AC002463.1"	2.19965163194912	2.4094892896256	2.24584241549559	2.31158663944785
"AC002464.1"	2.03785175788851	2.12710219798774	2.3422842655943	2.13206204620194
"AC002467.1"	5.15064563315339	4.63886599731133	5.03566912294965	4.80006137147247
"AC002470.2"	5.94669859406873	5.61035636732858	5.82661457958089	5.95036912247576
"AC002480.1"	2.60604480764629	2.79556699721678	2.7671471865808	2.73367514479684
"AC002525.1"	2.73488471224163	2.74276761136401	2.66577224752722	2.69928214237911
"AC002550.1"	4.4876322731097	4.46317675088112	4.35817822845758	4.56313077448699
"AC002553.1"	4.38041038919205	4.37432616328261	4.5051540283763	4.70771605713711
"AC003102.1"	5.88883689824132	5.83606168491315	5.88196515797061	5.97320073477161
"AC003681.1"	5.06159710939602	5.12345965236195	5.11279187451551	5.27618050516857
"AC003682.1"	2.43786846087667	2.241964945086	2.47237604948907	2.44511473353393
"AC003958.2"	2.44676229668917	2.55587395683628	2.43385901867069	2.41170923342731
"AC003973.1"	2.13564844778363	2.14434465950246	2.32156849750073	2.28525700957311
"AC003986.1"	3.42470314605089	3.42840119927095	3.178733364052	3.36176926788755
"AC003991.1"	2.56884320024096	2.63308440982957	2.5947677646825	2.56913334222704
"AC004009.2"	2.67644106340596	2.89709262009028	2.67006078724533	2.62147125459422
"AC004009.3"	2.51266441447835	2.3733338778209	2.43428606238185	2.60356215167957
"AC004023.1"	2.56860916229566	2.48381522518048	2.61578763483386	2.2711585912307
"AC004039.1"	3.07335147694614	2.73762976688078	2.70987457580444	2.8521963321516
"AC004069.1"	10.7033829901366	10.7635108539925	10.7578975344281	10.7729210822988
"AC004076.2"	3.26378516026763	3.2195482429658	3.14798034968649	3.2275522274271
