"ID_REF"	"GSM1431110"	"GSM1431111"	"GSM1431112"	"GSM1431113"	"GSM1431114"	"GSM1431115"
"LINC02436"	3.13466644420867	3.14218651541835	3.17959701197652	3.2165408372137	3.06166268478309	3.18572855008119
"LINC02443"	4.26878082042091	4.18532446781811	4.28287166995453	4.38529198085564	4.13322550654528	4.28584999638151
"LINC02449"	5.42222578536932	5.14134327330245	5.40044006202341	5.20433819634238	5.14448092365075	5.08188790478445
"LINC02450"	4.62910387093518	4.98138200463117	5.22174960572058	5.29720358895945	5.33703718869025	5.04730923386875
"LINC02458"	3.34919041742054	3.43214228028737	3.39678178543968	3.35303336442074	3.44730039535624	3.47254582446894
"LINC02465"	2.89640204458353	2.74182416549378	2.81624809955777	2.87928058019766	2.75639632002184	2.87912355289595
"LINC02466"	3.23686664960377	3.02437319513064	3.0866367178283	3.13715465841432	3.19307691648251	3.11474312475984
"LINC02475"	3.83438287151459	3.64113883565556	3.33274204579695	3.57987682833785	3.50346091576089	3.6198134551126
"LINC02478"	3.6832526601027	3.52543359524564	3.30748008529761	3.53661985481603	3.78134228359984	3.63246073033421
"LINC02481"	4.61703451407347	4.84739509009314	5.03195424370696	5.02807436432109	4.94146229235959	4.66997052032352
"LINC02482"	4.39700250902187	4.0768317440389	4.52886504191655	4.03441031548509	4.10348919026089	4.57978983695742
"LINC02483"	3.43054054962649	3.42925216559917	3.69804827324825	3.67478246788113	3.59279166269062	3.93124094921575
"LINC02487"	4.57291604433802	4.21220034019634	4.38133803171861	4.54829150890922	4.5214403344338	4.67004417851521
"LINC02492"	3.24366673387397	3.13736211526597	3.16582684356353	3.21272617106902	3.23183740262049	3.25998529487071
"LINC02493"	3.36832610354529	3.54850507481119	3.72501332138688	3.64682042276475	3.6971104316367	3.88588533239722
"LINC02499"	3.39115200436328	3.411755598083	3.04258734654787	3.36730128321095	3.58074288884502	3.92688943495123
"LINC02502"	4.24310039378716	4.15109142366816	4.36974811891653	4.50160128134429	4.30154764342442	4.35351126522585
"LINC02504"	3.77947041253377	3.50936251378809	3.85279445869102	3.61771017114272	3.7025662792635	3.63867812228195
"LINC02510"	3.38955150515828	2.92733161379829	3.08967224624306	3.02355953926872	2.9989311155032	2.95842628560681
"LINC02511"	2.98511109997174	3.01650170563269	3.17368789852372	3.09244336347354	3.15846399766314	3.05403682642816
"LINC02517"	4.21904998713968	4.44441798772131	4.50325826958835	4.63089478106432	4.19720619107811	4.43300341642271
"LINC02525"	3.65520189059169	3.30861655589078	3.35679220733619	3.36403512419486	3.31730434936773	3.42422326366915
"LINC02530"	3.28215298373851	3.53824739965082	3.66027740247342	3.39005670985759	3.48827407761693	3.25374122470096
"LINC02532"	3.69583909148711	3.59020528065372	3.64802138431397	3.6030326961629	3.67043276310141	3.8386652622729
"LINC02533"	2.98836916035273	2.97368772968898	3.07623934279373	3.08481945086526	3.03040820800414	3.13375851347591
"LINC02535"	3.70684095993831	3.63195574695161	3.70776811100184	3.46446271094524	3.6348993252339	3.83169797893057
"LINC02544"	3.63212063381186	3.29953942498281	3.74151361347309	3.71105185689256	3.67029119658994	3.53195995838934
"LINC02546"	2.98429240055295	3.028180706151	3.05290102317558	3.1312738383559	2.98696364793011	3.02944497136079
"LINC02547"	3.80960655472999	3.85051814405364	3.82421522484019	4.18634069590949	4.22915274201819	3.55299413069305
"LINC02549"	3.26891645710194	3.21987345185742	3.28636397239088	3.36079669495346	3.458210783455	3.72489789443571
"LINC02551"	2.83779802063746	2.73741878743487	2.73199456197359	2.68620883368053	2.84922935507149	2.96552399878515
"LINC02555"	2.95097656140155	2.84743155888187	2.84904109119867	2.78628165898976	2.73325383554293	2.9338308767306
"LINC02560"	4.72069473584486	4.89760363160474	4.82325087823661	4.82462952321433	4.9553701495349	5.1005632632425
"LINC02562"	3.40661682091021	3.16721121834314	3.27414341958698	3.22756845294267	3.08190356736397	3.16012662471993
"LINC02573"	5.13516257189666	4.80961330085005	5.11469433786095	5.32029111563446	5.1425220446733	5.15050064356661
"LINC02574"	6.59308654024921	6.64873932036337	6.08146313333178	7.05035194020674	7.18496210345164	6.25097049594974
"LINC02575"	3.0793328268238	3.20904460036603	2.8537337465982	3.16434873420099	3.28999229106752	3.31748733360901
"LINC02576"	3.13479166227937	3.3065923884032	3.20928080532227	3.13075422153687	3.19760921738245	3.1107291200238
"LINC02577"	3.56800034083968	3.25681543869413	3.2548543528257	3.26694503702688	3.41346725285221	3.35093735495531
"LINC02579"	3.87868263095735	4.27306543203402	4.04802206407176	4.02802115138869	4.37098535359443	4.00344300152525
"LINC02580"	3.82478620700187	4.05586348760749	3.91469510112097	3.84705189925871	3.77654132008956	4.4893478021384
"LINC02582"	3.0754844226546	3.04367433639038	3.31034238076727	3.18934787145672	3.07964546288438	3.2783293632528
"LINC02583"	3.43602989820203	3.16574244638987	3.39842065452147	3.22374529907214	3.42028622143398	3.39227448441705
"LINC02585"	3.62800706079331	3.6193602250319	3.7568391046632	3.5719788634673	3.48190653064136	3.60460011758277
"LINC02591"	4.22126578057664	4.57423283327175	4.57085954201016	4.49965735306779	4.58256694808931	4.27459117285615
"LINC02593"	4.10339849619813	4.22549457513025	4.34812365107775	4.3438797746266	4.23920803098803	4.18178263033186
