"ID_REF"	"GSM198942"
"AC005632.3"	6.43739699570268
"AC005670.3"	4.54473721645968
"AC005674.1"	5.45275899660824
"AC005696.2"	8.10327109544504
"AC005696.4"	4.44010784123831
"AC005722.4"	3.56295750722822
"AC005725.1"	2.747940597853
"AC005726.3"	6.75409323843074
"AC005726.4"	3.5217934276869
"AC005730.2"	3.16934617230557
"AC005759.1"	3.13389416921775
"AC005772.1"	2.57826126975276
"AC005776.2"	2.47523254235049
"AC005785.1"	5.13654381406322
"AC005785.2"	3.51986470510995
"AC005786.3"	6.12450711562625
"AC005789.1"	2.84807581505244
"AC005828.3"	2.70482961531284
"AC005837.1"	3.27717670991127
"AC005841.1"	6.07274853062253
"AC005906.2"	3.6974643722721
"AC005911.1"	3.74520006123067
"AC005920.1"	3.94576136028416
"AC005921.2"	6.09102419534006
"AC005943.2"	5.95210974658144
"AC005944.1"	9.21166176912121
"AC006027.1"	6.26251623609613
"AC006042.1"	3.19220651613775
"AC006058.1"	2.63126502012753
"AC006058.2"	2.81863198825915
"AC006059.1"	6.50687772797468
"AC006059.3"	3.25350858062433
"AC006059.5"	3.2886325676501
"AC006064.2"	2.42864540267262
"AC006064.4"	11.850041318544
"AC006065.4"	3.04061119599958
"AC006077.2"	3.00427585042275
"AC006111.1"	4.59829185798794
"AC006111.2"	2.40728476386391
"AC006115.2"	2.55217161299757
"AC006116.7"	3.11222070964706
"AC006128.1"	4.46379754541171
"AC006141.1"	2.35117482072988
"AC006205.2"	2.90696001471297
"AC006206.1"	4.09297883898798
"AC006213.1"	4.18655564090973
"AC006213.2"	4.96161692341608
"AC006230.1"	3.0963612671619
"AC006252.1"	4.36460445003139
"AC006262.1"	2.7587314177158
"AC006372.3"	3.23640591735842
"AC006372.4"	2.478806479716
"AC006441.3"	10.671325295471
"AC006449.5"	2.99687143646168
"AC006449.6"	4.59930017877394
"AC006450.2"	2.99492113916687
"AC006455.5"	3.6353453374908
"AC006455.8"	3.41648074126774
"AC006460.1"	6.98657696973401
"AC006504.1"	4.09334004764758
"AC006504.5"	4.05690973822538
"AC006504.7"	2.3551818671342
"AC006511.3"	13.5664373412682
"AC006511.5"	3.26159036094807
"AC006538.1"	2.30626630732676
"AC006547.1"	6.02123424218882
"AC006547.2"	5.30474333681468
"AC006557.1"	2.55565499585474
"AC006557.6"	7.67821237482096
"AC006840.1"	3.41624792844024
"AC006960.3"	2.58072790822607
"AC006972.1"	2.38337779570311
"AC006994.1"	3.86321881729402
"AC007009.1"	2.92880777547498
"AC007012.2"	3.00637219507201
"AC007036.5"	2.86692498512672
"AC007038.1"	6.27246914460902
"AC007066.2"	4.51707013382962
"AC007098.1"	5.99115003101006
"AC007099.1"	3.88648042070265
"AC007114.2"	2.49812895676014
"AC007161.3"	5.02291637406972
"AC007191.1"	2.35615234958924
"AC007192.2"	6.76511399942068
"AC007222.2"	3.71415683963451
"AC007255.1"	3.670455374794
"AC007279.1"	2.07043534779035
"AC007292.2"	5.3670665935432
"AC007292.3"	4.50517393371829
"AC007308.1"	6.46855206490668
"AC007319.1"	3.18240733901432
"AC007336.3"	2.63009664589342
"AC007342.5"	3.14829201024367
"AC007342.6"	9.10501877038042
"AC007349.3"	2.72979101506152
"AC007362.1"	2.70391666577285
"AC007365.1"	3.34013095254765
"AC007368.1"	2.7789054397227
"AC007382.1"	6.15587615061508
"AC007383.1"	7.28215665295044
"AC007383.2"	5.50779691376294
"AC007387.1"	8.52133421868283
"AC007389.1"	2.50185584292403
"AC007389.2"	3.31009065170848
"AC007390.1"	9.22141749518229
"AC007405.1"	2.64081350784952
"AC007406.4"	4.86408870011202
"AC007431.1"	3.41148066114567
"AC007448.5"	9.40464446755846
"AC007485.2"	4.22269168842205
"AC007527.2"	2.7295910387585
"AC007541.1"	3.77841942864853
"AC007546.2"	2.62040764194357
"AC007557.3"	3.08425513861033
"AC007557.4"	2.78249612454813
"AC007566.1"	3.93410568786059
"AC007570.1"	2.51141538125637
"AC007595.1"	2.88486772844739
"AC007599.2"	2.57531528938478
"AC007601.1"	2.40523358683724
"AC007608.3"	3.63444014846492
"AC007613.1"	2.24915674969918
"AC007614.1"	2.67103243653469
"AC007620.2"	2.49247473692652
"AC007622.2"	2.62181801337397
"AC007637.1"	2.25982102570392
"AC007638.1"	2.88746049536852
"AC007655.2"	2.51811039762446
"AC007656.3"	2.53273328112174
"AC007663.2"	3.92627285739784
"AC007666.1"	3.39877510424863
"AC007679.1"	8.96032552126535
"AC007681.1"	2.13066030021756
"AC007686.2"	2.20759716837794
"AC007686.3"	3.18362283628793
"AC007741.1"	3.25052281475652
"AC007744.1"	2.29273399944513
"AC007750.1"	3.06610629548836
"AC007773.1"	3.0334438332361
"AC007780.1"	4.65405793661699
"AC007787.1"	3.20422764884283
"AC007823.1"	3.48321190602111
"AC007846.1"	2.92498203736915
"AC007876.1"	4.56554652130827
"AC007877.1"	3.47397340749741
"AC007879.3"	2.62049443589737
"AC007938.3"	4.06241550342689
"AC007952.4"	4.64879280175804
"AC007952.5"	3.11979447644365
"AC007996.1"	3.0250093116181
"AC007998.4"	5.23527689864166
"AC008011.2"	2.28478011288337
"AC008014.1"	3.63709757376948
"AC008026.3"	2.60620748279891
"AC008033.3"	3.72017654880316
"AC008040.1"	5.06170787983725
"AC008074.2"	2.96999261270029
"AC008079.1"	5.50754370787013
"AC008080.1"	3.47367196329024
"AC008083.2"	3.08856214446232
"AC008114.1"	2.86868084646979
"AC008115.4"	4.53071867019068
"AC008124.1"	4.5293698691083
"AC008125.1"	3.04988940550481
"AC008264.2"	6.90245325795006
"AC008267.7"	3.37826124582642
"AC008268.1"	3.52934339397732
"AC008269.2"	2.43567440434032
"AC008280.2"	4.00735381648867
"AC008393.1"	2.30630253150516
"AC008403.2"	3.28518111869975
"AC008403.3"	4.51680483723974
"AC008406.3"	2.64544005223043
"AC008429.1"	2.42891866965698
"AC008438.1"	2.90719164197342
"AC008440.1"	10.2317435788931
"AC008453.1"	4.52780927068895
"AC008467.1"	3.42701598532522
"AC008494.3"	2.29870353064574
"AC008498.2"	2.73116396322046
"AC008522.1"	3.11464964338083
"AC008525.1"	2.44599705607752
"AC008533.1"	6.04763835327711
"AC008537.4"	6.44500532011231
"AC008555.1"	4.65657425386408
"AC008556.1"	2.97724435628862
"AC008581.1"	4.84946460155385
"AC008610.1"	3.26614507051208
"AC008622.2"	3.67327850304124
"AC008627.1"	2.71669266140931
"AC008655.1"	4.23841609616299
"AC008663.2"	2.59817488007333
"AC008669.1"	2.01454454379759
"AC008686.1"	6.18090059085489
"AC008687.2"	3.06872418295948
"AC008708.2"	3.50487939111006
"AC008735.2"	7.85804196982176
"AC008735.3"	3.90068115909667
"AC008738.3"	5.12647026424908
"AC008738.7"	4.32165523025737
"AC008742.1"	3.80339309738338
"AC008750.1"	3.42701598532522
"AC008750.3"	6.89933928166351
"AC008750.4"	2.76682956191204
"AC008753.2"	4.48230684388007
"AC008760.1"	3.83138490747899
"AC008760.2"	2.85903636563421
"AC008764.10"	3.62721847768374
"AC008764.3"	7.08434593101631
"AC008764.6"	4.44909107229422
"AC008764.8"	9.56918507194591
"AC008771.1"	6.40107111389921
"AC008870.1"	3.24627990073136
"AC008870.2"	3.05450490798926
"AC008875.3"	6.37033464659821
"AC008878.3"	4.52189862689434
"AC008894.2"	9.64771356770102
"AC008894.3"	4.01459183083182
"AC008895.1"	3.48491758221072
"AC008914.1"	4.37228773747263
"AC008937.1"	3.34967256997828
"AC008937.3"	2.02509592693515
"AC008966.1"	2.64689023783546
"AC008966.2"	2.80716895423433
"AC008969.1"	3.86248512202852
"AC008982.2"	9.49576241818188
"AC009019.1"	5.14471588662585
"AC009019.2"	5.9113133063018
"AC009034.1"	4.83655831624376
"AC009041.3"	4.98158752934393
"AC009052.1"	6.08841181448947
"AC009054.1"	3.96847274742315
"AC009060.1"	5.27662663427303
"AC009061.2"	2.97349815722514
"AC009063.1"	2.44152501457335
"AC009065.6"	3.21077571545624
"AC009065.7"	4.27743098925612
"AC009078.3"	2.53921466637754
"AC009084.1"	4.93571691400407
"AC009084.2"	7.28473716661554
"AC009084.3"	4.54926308644681
"AC009086.2"	5.70539985796964
"AC009087.1"	5.85185782865704
"AC009088.1"	3.17324491974947
"AC009088.2"	6.87643031776645
"AC009088.3"	2.87362279617362
"AC009090.3"	3.56620323812089
"AC009093.1"	3.45158646541138
"AC009093.11"	3.40124649774022
"AC009093.2"	4.42903845841129
"AC009097.2"	3.46203850605427
"AC009107.2"	8.23756195125983
"AC009108.4"	3.63885387444428
"AC009113.1"	3.311585597609
"AC009113.2"	3.85408575509391
"AC009118.3"	8.04618309730916
"AC009119.1"	2.30019604496439
"AC009120.2"	6.39889645558588
"AC009121.2"	3.39742406516502
"AC009123.1"	4.69419080719072
"AC009126.1"	4.18562894794279
"AC009133.1"	5.47518541818251
"AC009133.2"	3.4560337056473
"AC009133.4"	6.12028884376677
"AC009139.2"	7.34096193335761
"AC009148.1"	3.03416518874746
"AC009159.3"	4.80605825065398
"AC009166.1"	2.70284789757809
"AC009228.1"	3.58608111066097
"AC009229.4"	2.99371383594706
"AC009234.1"	2.15403339417752
"AC009237.14"	2.41428074863445
"AC009264.1"	2.56310312143561
"AC009283.1"	4.0681198760352
"AC009292.1"	3.23351728686737
"AC009299.2"	2.40728476386391
"AC009303.4"	4.04356469736957
"AC009309.1"	3.83223397809946
"AC009318.1"	3.19580424113779
"AC009336.2"	2.83190572472966
"AC009403.1"	4.05568219765084
"AC009403.2"	2.47914298844457
"AC009407.1"	5.42241625003008
"AC009486.1"	3.34553026401534
"AC009506.1"	2.47600522535764
"AC009533.4"	8.27434321667292
"AC009549.1"	2.74474777039776
"AC009560.1"	3.00916878734026
"AC009562.1"	3.23032874297088
"AC009630.1"	6.5683258469241
"AC009630.2"	4.25607583503502
"AC009630.3"	7.16241618092792
"AC009690.2"	5.92181777635439
"AC009779.2"	4.37090727181213
"AC009803.1"	3.45051487718646
"AC009812.1"	3.1678322351499
"AC009812.4"	4.07425215919112
"AC009831.1"	2.75069053842827
"AC009902.2"	5.38281851285749
"AC009902.3"	2.2868405448958
"AC009950.1"	6.09774036549232
"AC009951.4"	3.38736669299459
"AC009962.1"	2.37152787557028
"AC010096.1"	2.64464115147101
"AC010132.4"	2.93112946031243
"AC010145.1"	2.82870713823692
"AC010168.2"	3.56481274723377
"AC010186.3"	8.01272874954326
"AC010198.1"	2.17116330319176
"AC010201.1"	2.66530018820803
"AC010201.2"	2.33293452238024
"AC010207.1"	3.13293243562384
"AC010210.1"	2.63677810254307
"AC010230.1"	2.36278807480413
"AC010245.1"	5.51017292310407
"AC010247.1"	2.90599652895033
"AC010247.2"	4.79475097601157
"AC010266.2"	2.47505250020722
"AC010271.2"	2.9612706818865
"AC010273.2"	6.66683505758463
"AC010300.1"	3.26393859636534
"AC010307.2"	2.38377615000513
"AC010327.4"	3.21129461051871
"AC010327.5"	4.14200276547948
"AC010327.6"	7.39848594277358
"AC010327.8"	4.02879962652538
"AC010332.3"	3.59787809541241
"AC010335.1"	5.93707730848326
"AC010336.1"	2.81963283126562
"AC010336.2"	3.2368262179869
"AC010336.4"	5.37053708875163
"AC010336.5"	5.67059869399663
"AC010336.6"	4.60593935515406
"AC010359.2"	2.64557454433829
"AC010435.1"	8.90120728725226
"AC010485.1"	4.30308572176341
"AC010501.2"	3.03741323665135
"AC010503.1"	3.17484186234768
"AC010503.4"	2.56252426147769
"AC010524.1"	3.52940183869736
"AC010531.4"	3.39775843255162
"AC010531.7"	5.28616949230637
"AC010533.1"	3.16900971875026
"AC010542.1"	2.7366019837541
"AC010542.2"	5.53335751925156
"AC010542.4"	9.63539514896774
"AC010542.5"	7.17310414605161
"AC010547.1"	3.52128397460036
"AC010619.2"	4.39984326047783
"AC010624.1"	2.46413257888336
"AC010624.2"	3.01784009206809
"AC010632.2"	3.90693880771889
"AC010636.2"	4.74208726115674
"AC010642.2"	5.12746098934928
"AC010649.1"	2.64043468617991
"AC010653.2"	4.58744005111922
"AC010655.2"	1.98403228247011
"AC010680.1"	2.23772997167813
"AC010680.2"	3.50004233256936
"AC010680.4"	3.05474541090568
"AC010733.1"	11.3150474922423
"AC010735.1"	3.05253963427996
"AC010761.2"	5.76735923316417
"AC010761.5"	5.32229432649788
"AC010776.2"	2.54371315896782
"AC010809.2"	2.90940292334199
"AC010834.1"	3.43313010268756
"AC010883.3"	12.1834063320462
"AC010894.4"	2.35637077662425
"AC010907.1"	2.92954620851937
"AC010931.1"	2.25143895549185
"AC010947.1"	2.4504054589126
"AC010969.1"	3.92985464104101
"AC010969.2"	5.04848409066722
"AC010973.2"	5.22016509647554
"AC010997.3"	2.72077883733978
"AC010997.6"	4.19290854993325
"AC010998.2"	8.15585926004999
"AC011008.1"	2.69545405443634
"AC011008.2"	2.71886874611021
"AC011095.1"	2.75874689781222
"AC011124.1"	2.73782814954187
"AC011124.2"	2.82879202341212
"AC011228.1"	2.89032992410958
"AC011270.2"	2.95786357932717
"AC011297.1"	3.58302360085663
"AC011298.1"	3.17387125488053
"AC011306.1"	3.86869149492272
"AC011330.2"	4.02138438701339
"AC011346.1"	2.88686164689422
"AC011365.1"	3.00589623718886
"AC011369.2"	2.16034931227637
"AC011374.1"	2.57504135706025
"AC011379.2"	2.97844051183543
"AC011389.2"	2.96643422695747
"AC011446.1"	6.63568651453389
"AC011447.3"	12.8459148151162
"AC011447.7"	4.09820520919258
"AC011462.2"	3.7576739919073
"AC011462.4"	3.45283361857847
"AC011462.5"	6.50561723214164
"AC011466.1"	7.5870944933562
"AC011466.4"	3.03032481883456
"AC011468.1"	2.87887480872221
"AC011468.2"	5.55485943287536
"AC011468.5"	2.77782618341322
"AC011471.3"	10.0713557643912
"AC011472.2"	3.36547548838022
"AC011472.3"	5.31247773676135
"AC011473.2"	3.31455256364439
"AC011473.3"	5.27798554605321
"AC011474.1"	5.2357656987739
"AC011476.2"	5.38934886435987
"AC011479.3"	3.42701598532522
"AC011479.4"	4.87099331593438
"AC011481.3"	3.51962521787553
"AC011483.2"	3.55169208518933
"AC011495.2"	5.08842834211661
"AC011495.3"	3.29985174869136
"AC011503.1"	2.46239791157824
"AC011503.2"	3.17233988049326
"AC011503.4"	4.84618231995646
"AC011504.1"	3.34887670686976
"AC011511.2"	6.76609892320925
"AC011511.3"	5.8753343415738
"AC011511.5"	5.5460123007424
"AC011558.1"	7.35323514347577
"AC011592.1"	2.5565659184217
"AC011603.2"	8.82760317458244
"AC011603.3"	5.65060174515509
"AC011611.3"	4.00159489853266
"AC011611.4"	2.33068370461667
"AC011632.1"	2.47815460574245
"AC011676.5"	4.49588860168029
"AC011700.1"	2.86029661915228
"AC011731.1"	5.10841996327668
"AC011752.1"	2.48569873078204
"AC011754.1"	2.92127571053142
"AC011755.1"	2.22051429910207
"AC011773.1"	3.4908056335643
"AC011815.1"	2.88355070111762
"AC011824.2"	2.83377305236616
"AC011840.1"	3.39938705004026
"AC011840.5"	3.42848423420641
"AC011939.2"	6.40209153490982
"AC011939.3"	4.99782368051562
"AC011944.1"	3.19414691633195
"AC011944.2"	2.51282517091849
"AC011995.1"	5.30607668982436
"AC011997.1"	2.44892078319565
"AC012020.1"	4.9277275028369
"AC012063.1"	2.65310919530125
"AC012065.3"	3.58744687429026
"AC012066.1"	3.15377342325438
"AC012085.2"	2.73368107846977
"AC012100.2"	3.26191234437705
"AC012123.1"	3.78933701124019
"AC012181.1"	5.54558607855865
"AC012184.1"	6.89490732709731
"AC012184.3"	2.37074142501367
"AC012184.4"	8.16627765873001
"AC012186.3"	2.67496207589956
"AC012213.1"	3.35353518270576
"AC012213.3"	3.20852243224935
"AC012254.1"	2.72157657808974
"AC012254.3"	6.77270612578732
"AC012306.3"	2.87477959458797
"AC012313.1"	8.33981779334396
"AC012313.3"	6.53999588609057
"AC012313.5"	3.55326252061341
"AC012313.6"	2.81214933025394
"AC012313.9"	4.10086474482157
"AC012321.1"	8.51350139419609
"AC012339.1"	1.99429493077071
"AC012363.1"	3.15214528575747
"AC012368.1"	3.76410089056168
"AC012379.2"	3.11279034236573
"AC012409.1"	2.84381793276217
"AC012417.1"	2.52833332483328
"AC012442.2"	3.76083120615699
"AC012456.1"	4.09926629594246
"AC012459.1"	4.79245861025397
"AC012467.2"	3.9970675739769
"AC012485.1"	2.98743038845725
"AC012494.2"	2.43485492963311
"AC012507.1"	2.78171897642478
"AC012508.1"	2.83918213408277
"AC012531.1"	3.3211169089187
"AC012531.2"	4.24673634551932
"AC012555.1"	3.30407066805995
"AC012557.1"	2.45420943261327
"AC012560.1"	2.89123556807177
"AC012615.1"	5.38266194778491
"AC012615.2"	4.84325880346881
"AC012615.6"	2.65401138532295
"AC012640.2"	4.01074279709584
"AC012640.4"	6.23878783171603
"AC012645.4"	4.0730811259085
"AC012676.5"	4.17693508165098
"AC013391.3"	3.28806133705907
"AC013460.1"	2.8956065677195
"AC013486.1"	4.41742555089576
"AC013489.3"	6.27641262510948
"AC013643.2"	5.21894193651427
"AC013644.1"	3.52984494272757
"AC013652.1"	2.73820878101846
"AC013726.1"	2.39295145261211
"AC013733.1"	2.39253362705378
"AC015631.1"	2.35690140970375
"AC015660.4"	2.65437512226233
"AC015674.1"	10.1783768495435
"AC015688.6"	6.80034825572679
"AC015712.2"	2.37451921318981
"AC015712.6"	2.78211410857654
"AC015726.1"	2.41807671911001
"AC015813.1"	4.87243117874898
"AC015818.2"	2.55951427897157
"AC015818.8"	3.95240919152497
"AC015818.9"	4.30216072972539
"AC015819.3"	2.35692620133869
"AC015845.2"	3.8739853099415
"AC015871.3"	5.99991969156317
"AC015871.5"	2.47793270876423
"AC015908.6"	3.79239405817843
"AC015909.3"	3.65981300360126
"AC015912.1"	6.74734901866329
"AC015912.3"	2.7463066334624
"AC015914.1"	2.73758776308852
"AC015920.1"	6.53330698205805
"AC015922.2"	5.20753172727935
"AC015922.3"	7.50549595145656
"AC015936.1"	2.98497091165214
"AC015961.1"	2.30626630732676
"AC015961.2"	2.30546580654394
"AC015969.1"	2.43845712152175
"AC015987.1"	2.66912676191263
"AC016026.1"	4.39243597222535
"AC016027.1"	2.17297661934351
"AC016065.1"	2.53721296037121
"AC016168.2"	4.19826077558124
"AC016394.1"	3.90884907338511
"AC016394.2"	3.20931849597622
"AC016396.2"	2.6964262688258
"AC016405.2"	2.60835728040016
"AC016493.1"	2.67760391497277
"AC016588.1"	4.37579728602432
"AC016597.1"	2.79348268224752
"AC016629.3"	3.96573906670775
"AC016687.3"	2.16513402991896
"AC016705.2"	2.34043513936759
"AC016722.2"	4.03989875763591
"AC016727.1"	4.82472702389118
"AC016737.1"	2.71318933006757
"AC016738.1"	3.42088135302959
"AC016747.1"	3.44450744307716
"AC016747.4"	4.80590400370504
"AC016831.1"	2.63962465941883
"AC016831.4"	9.5436190644645
"AC016831.5"	2.78775108353909
"AC016876.2"	8.83740651750328
"AC016910.1"	2.45908082220376
"AC016993.1"	2.27192591184553
"AC017048.3"	2.51082425149744
"AC017071.1"	2.48053846019502
"AC017083.2"	6.62519237047361
"AC017091.1"	2.51456951691029
"AC017100.1"	3.34977182093896
"AC017104.1"	6.42911946622987
"AC017116.1"	2.75803256111237
"AC017116.2"	6.65305169263571
"AC018358.1"	3.11144262961804
"AC018362.1"	7.45882538653384
"AC018362.2"	4.77570188608653
"AC018445.2"	2.5230035755494
"AC018462.1"	3.44794314216556
"AC018521.1"	6.1582320859298
"AC018521.2"	4.24998632326237
"AC018521.3"	4.25929070636434
"AC018521.5"	4.97375998381266
"AC018529.3"	4.38850277639883
"AC018552.2"	5.78839016640228
"AC018557.1"	7.63110165408993
"AC018558.1"	3.57163824512314
"AC018563.1"	3.54751259216108
"AC018628.1"	2.95880049733064
"AC018647.1"	2.80199860469562
"AC018647.2"	2.73098430923868
"AC018648.1"	6.37485335526742
"AC018653.3"	3.12944838079597
"AC018695.3"	2.79184134543755
"AC018706.1"	2.34466247565036
"AC018716.2"	3.95731427461141
"AC018737.2"	6.34034374267432
"AC018755.1"	2.17292264298004
"AC018761.2"	5.88752955710172
"AC018761.4"	4.21124139022374
"AC018816.1"	4.97749662093657
"AC018865.2"	2.58472844871019
"AC018892.3"	3.66654425578104
"AC018904.2"	3.16310984092165
"AC018943.1"	3.05144265690793
"AC019080.1"	2.64297307732367
"AC019080.5"	3.43469560741083
"AC019171.1"	2.23592663214662
"AC019197.1"	3.28695160590301
"AC019205.1"	10.8171318210499
"AC019257.7"	5.43515779126299
"AC019270.1"	2.19226495975777
"AC019349.1"	2.59108400623781
"AC020558.6"	5.35509059579764
"AC020656.1"	8.25685720168301
"AC020658.2"	12.3199536310983
"AC020658.7"	3.14163916877495
"AC020659.1"	3.95857543461669
"AC020659.2"	5.4869202511799
"AC020661.1"	4.16201138607743
"AC020663.2"	3.35892557730725
"AC020663.4"	3.69240904525255
"AC020907.2"	4.19147719390066
"AC020909.2"	3.173508716134
"AC020910.5"	3.78180985199976
"AC020913.2"	4.57140782406916
"AC020914.1"	4.20802139350179
"AC020915.2"	4.14553863132397
"AC020917.4"	4.27842450669996
"AC020922.2"	4.94994932586118
"AC020922.3"	3.59465483912557
"AC020923.1"	4.63916226251678
"AC020928.1"	3.20289388288297
"AC020934.1"	3.89724554085767
"AC020978.5"	7.99884712426115
"AC021016.1"	5.98667072646904
"AC021074.3"	2.64146290300008
"AC021078.1"	7.42045994535587
"AC021087.3"	3.1112783332605
"AC021087.4"	3.10400208357778
"AC021092.1"	3.9806414977402
"AC021097.1"	3.24765730143036
"AC021106.2"	2.31524087034193
"AC021269.3"	2.03311353893448
"AC021355.1"	3.18499849905352
"AC021483.2"	2.60778203453665
"AC021517.1"	2.60475595277207
"AC021613.2"	7.0938346722419
"AC021683.1"	3.33988024341178
"AC021683.3"	2.55951427897157
"AC021713.1"	2.86301760682608
"AC021723.2"	12.8233022302588
"AC021739.2"	8.72937781338725
"AC021739.3"	7.83564193310731
"AC021945.1"	2.80155142126979
"AC022007.1"	3.4589795393303
"AC022031.1"	2.96477375790667
"AC022034.1"	2.47632965012781
"AC022098.2"	2.9494072632559
"AC022107.1"	2.62682546725456
"AC022144.1"	2.15567842606244
"AC022148.1"	2.15922758423275
"AC022164.1"	2.43020708666781
