"ID_REF"	"GSM687236"	"GSM687237"	"GSM687238"	"GSM687239"	"GSM687240"	"GSM687241"	"GSM687242"	"GSM687243"	"GSM198943"	"GSM198944"	"GSM198945"
"AL162431.1"	"5.8261308594757"	"6.12945714081894"	"6.08172545786042"	"5.94035611382672"	"6.0000562294855"	"5.97503806143964"	"6.17836890706981"	"5.92493496810224"	"5.97270559723381"	"6.05626067923119"	"5.94929011417006"
"AL162456.1"	"3.78521341391193"	"4.02392947787525"	"4.14950366615439"	"3.93502800797955"	"3.88505976879564"	"3.93052587834752"	"4.08060265317175"	"4.05601467919783"	"3.97070387570213"	"3.93403756764087"	"3.96886456733335"
"AL162458.1"	"7.10519901363672"	"7.28360740175175"	"7.3737076105926"	"7.06087806834995"	"7.01946705340791"	"6.9850019224742"	"6.86819912444604"	"7.26772474068133"	"7.40096215904613"	"7.00902896703158"	"6.90840157684832"
"AL162574.3"	"4.26977130301423"	"4.69700499170954"	"4.63479635096919"	"4.25109904601106"	"4.27691860932588"	"4.57370700347295"	"4.37576527608614"	"4.2760138350372"	"4.42267942716876"	"4.37301433311984"	"4.52074524470732"
"AL162586.2"	"5.05265787515127"	"5.23140969666899"	"5.18727921565522"	"5.04850928283096"	"4.92952131809146"	"4.55849204326562"	"4.7041737394111"	"4.81444650741103"	"4.74304851446134"	"5.3491854834911"	"5.00972459355503"
"AL162591.2"	"4.6255485199634"	"4.54618097257032"	"4.75325662132477"	"4.37302059904689"	"4.55212778180666"	"4.44544158114906"	"4.62218779729681"	"4.48171732258034"	"4.56778509209566"	"4.47292878195324"	"4.56552968493879"
"AL162595.1"	"7.63114785960396"	"7.69177154768177"	"7.65235917200703"	"7.52119724388722"	"7.10429906758478"	"7.27695427873412"	"7.28821176054607"	"7.09884890006976"	"7.39464783421475"	"7.5724486525838"	"7.31534744969278"
"AL162595.2"	"3.52866823216307"	"3.64631350853418"	"3.95810247830731"	"3.71335345315485"	"3.67551433999872"	"3.88964347259278"	"4.02519519807151"	"3.41875180589201"	"3.60972851263141"	"4.17154647548217"	"3.52676735615901"
"AL162632.3"	"3.94260414525448"	"4.12922201286157"	"3.69774755542238"	"3.81389743407347"	"4.10787335548973"	"4.27545709115562"	"3.9517515636891"	"4.07600575160905"	"3.89559202200194"	"3.93425917033335"	"4.19353939194373"
"AL162724.1"	"4.76111947746624"	"4.74092924369208"	"4.85952508750976"	"4.99664690148834"	"4.90283111716533"	"4.98935614080473"	"5.16448036499425"	"4.80917753841036"	"4.74373394370414"	"4.98335792831536"	"4.95750291271255"
"AL162724.2"	"5.41289028982241"	"5.75876064424061"	"5.72451176163027"	"5.38763214232251"	"5.1842703932559"	"5.13961205990466"	"5.61037466714263"	"4.99350192518531"	"5.36673207478286"	"5.47008612337794"	"5.41949706276679"
"AL162727.3"	"4.55982141799256"	"4.76214341558993"	"4.49496185946234"	"4.69782189507937"	"4.52784260600854"	"4.32174719797457"	"5.01233036535697"	"4.37003781583473"	"4.45525575413303"	"4.4917108037358"	"4.86374300185901"
"AL162731.1"	"6.7188800862727"	"6.99927488018515"	"6.77995515016791"	"6.53745773568928"	"6.54804077133669"	"6.61258640766048"	"6.64297409825221"	"6.25257218622155"	"6.8407321841854"	"6.74416234162252"	"6.40128447811943"
"AL162742.1"	"10.1450415232797"	"9.9557908990285"	"9.92739517562215"	"9.69677256028453"	"9.25326732976604"	"9.77562096779421"	"9.39478331511247"	"9.78970208494148"	"10.0861663619847"	"9.75649152759457"	"9.342870638409"
"AL163051.1"	"3.72934777636417"	"3.99155925274987"	"4.11992744224946"	"3.71144475731001"	"3.82436122911864"	"3.84153295555708"	"3.81014279589555"	"3.96654823382689"	"3.83037370728"	"3.80028323888056"	"3.96038306002856"
"AL163195.2"	"5.4199345439696"	"5.83649597924718"	"6.06739361728628"	"5.66006220552397"	"5.67376748822614"	"5.39043136568351"	"5.44449498576629"	"5.52225847361406"	"5.73394019135349"	"5.74900249593032"	"5.40652291868594"
"AL163952.1"	"4.84092052309129"	"5.01350199671716"	"5.18547584343265"	"5.0953530178412"	"5.59108412906889"	"5.19948657956974"	"5.68789275122343"	"5.51900915958354"	"5.33083440977445"	"5.46399569088143"	"4.99752442156219"
"AL353052.2"	"3.2508455907273"	"3.28225301787099"	"3.51912180132388"	"3.17931006210435"	"3.78215372352323"	"3.48901856305337"	"3.56715519480849"	"3.6915468327336"	"3.50582225378143"	"3.27903368535204"	"3.71230493613161"
"AL353135.2"	"7.88348564555729"	"7.88726215567684"	"7.93573832910553"	"7.70735372002876"	"8.01825387877268"	"7.82221455827009"	"7.87838285135776"	"8.15368356738971"	"7.60818807859685"	"8.07660665897707"	"8.02096097440393"
"AL353150.1"	"6.73440782822826"	"6.66346940466108"	"6.559902977554"	"6.70228417511523"	"6.63510241247072"	"6.41432488794891"	"7.1269553272827"	"7.11622807721862"	"6.86482020042472"	"6.80910810992621"	"6.57645758288089"
"AL353152.2"	"5.80129769511972"	"5.62015225709118"	"5.84526441712532"	"5.75141978890172"	"5.59684215445261"	"5.36903369937805"	"5.1345473699509"	"5.87013466909337"	"5.68847288947491"	"5.54907702950966"	"5.63825154095044"
"AL353572.4"	"4.67119072617032"	"4.4512108799411"	"4.44560416591979"	"4.52376494232607"	"4.26013673315898"	"4.27758510289145"	"4.49302036538222"	"4.52577896214568"	"4.55447892268819"	"4.47460636370261"	"4.25795586419126"
"AL353581.1"	"6.44534428290505"	"6.4140542469246"	"6.5338862055059"	"6.42994784539097"	"6.6413858045512"	"6.51377758547611"	"6.79250700422834"	"6.67884309280467"	"6.44085520000111"	"6.63775425569524"	"6.53195769102627"
"AL353583.1"	"3.55481821521256"	"3.46883383506337"	"3.5938200055348"	"3.52611454200728"	"3.53019085023215"	"3.63376692935217"	"3.66789156576532"	"3.53929532660118"	"3.45586738577691"	"3.57263726927142"	"3.60984814209203"
"AL353608.4"	"5.19642213141764"	"5.37196374492565"	"5.25622528593648"	"5.23297336924923"	"6.06128480132059"	"5.59878184504103"	"5.73418376690315"	"5.51687404240698"	"5.74343273061174"	"5.39468310779166"	"5.34546449210928"
"AL353611.2"	"4.82787000232403"	"5.06929009805484"	"5.31659241927107"	"5.0650942935473"	"5.22559572475591"	"4.81673052419577"	"5.1559133936389"	"4.868721605912"	"5.09092710410618"	"4.96305722034399"	"5.02442631538322"
"AL353622.1"	"6.02866063634959"	"6.20852984123188"	"7.18640466894444"	"6.38849106349845"	"5.84469508762482"	"5.63932310454294"	"6.49501375028182"	"6.84313973610431"	"6.7489179616119"	"6.58764871395905"	"5.90672031244503"
"AL353660.1"	"3.08681136978961"	"3.13278554363288"	"3.57196635227744"	"3.07845519855017"	"3.07741016442146"	"3.08228130457114"	"3.11442421537477"	"3.21824144205291"	"3.16474749671732"	"3.13144614942539"	"3.25268514883984"
"AL353680.1"	"4.02808534173125"	"4.07834137058779"	"4.067156251433"	"3.95245273248296"	"4.21648872905186"	"4.05639809808005"	"3.9723328799879"	"3.79055299911333"	"4.17784223987832"	"4.00199490003506"	"3.86767696717245"
"AL353689.2"	"4.33811710148179"	"4.09228525969667"	"4.3037677826945"	"4.35319950033593"	"4.59753518057407"	"4.51268001513479"	"4.57288429485526"	"4.2965597937393"	"4.42000669803022"	"4.40338965863825"	"4.38570539249475"
"AL353704.1"	"4.39057935997598"	"4.86518583868191"	"5.47124463559865"	"4.6086871633775"	"4.63012730877669"	"4.49225867811821"	"4.93108023403042"	"4.77960259169855"	"5.08715541977603"	"4.65012807522433"	"4.66981080445432"
"AL353708.1"	"3.47484207178852"	"3.8417722358662"	"3.94387729485315"	"3.76466694386001"	"3.84481720094963"	"3.93017884683603"	"3.83981713642314"	"3.6960876610775"	"3.90969501689082"	"3.79573326626978"	"3.65240898985727"
"AL353708.3"	"4.59938752784064"	"4.4167586392929"	"4.43048189554056"	"4.29924810442036"	"4.49768312639538"	"4.56322643824974"	"4.66694353540622"	"4.36369132931304"	"4.44973015267767"	"4.57894553278715"	"4.40386048243223"
"AL353709.1"	"3.49612210236394"	"3.63901284111178"	"4.0508504313573"	"3.72498320928994"	"4.15697935159748"	"3.77098727314853"	"4.22299073787273"	"3.75066810204003"	"3.82545680762949"	"4.05680404146885"	"3.73917067204393"
"AL353719.1"	"5.02357454864886"	"4.95883441276634"	"5.22712958662926"	"5.2247863733796"	"5.15229423010907"	"5.21040907680057"	"5.086058523427"	"5.19837740388947"	"5.11534747428535"	"5.07443379776759"	"5.1422397543348"
"AL353726.2"	"3.63405923298502"	"3.94593943430253"	"3.8897791305553"	"3.71052217289274"	"3.76465159307888"	"3.76404001179863"	"3.82575096488925"	"3.90640362271026"	"3.91417365255212"	"3.60508355922522"	"3.86780858547441"
"AL353730.1"	"3.73544432873901"	"3.54222026422865"	"3.72576337825139"	"3.23265949588167"	"3.42619944728274"	"3.34087496640838"	"3.41730233912435"	"3.51593836179209"	"3.51197434995276"	"3.64768525920065"	"3.34545122541983"
"AL353732.1"	"3.14005294176601"	"3.27058954507417"	"3.24349822185673"	"3.27494402352177"	"3.23331526784928"	"3.0857176619608"	"3.23966116523997"	"3.18356441725169"	"3.29104670388837"	"3.17648222601811"	"3.11196779015596"
"AL353746.1"	"4.20128103794972"	"3.91953547445888"	"4.230188364995"	"4.10791116339169"	"4.32952772934337"	"4.35941098728253"	"4.63768230441045"	"4.48255027091507"	"4.19350426271101"	"4.27512172778449"	"4.41235570468542"
"AL353748.3"	"4.29377619673484"	"4.19819688244048"	"4.44484631620973"	"4.44784718209487"	"4.40434559221372"	"4.6214985311678"	"4.37084510070262"	"4.23970629709577"	"4.21081312128773"	"4.60036047486563"	"4.28730829639786"
"AL353763.1"	"4.99960142287607"	"4.82669939466675"	"4.14291970964006"	"4.21488010267109"	"4.13608981690151"	"3.86148720129337"	"4.18423810391966"	"4.44016415188827"	"4.01923845121837"	"4.6786104237653"	"4.53763483888178"
"AL353763.2"	"6.41301203064417"	"6.93626406984898"	"6.99663218569337"	"6.98544600552502"	"6.79804333742038"	"6.95234497920646"	"6.87965345386148"	"6.91775844264066"	"6.92126064237767"	"7.03184209973867"	"6.6834733794484"
"AL353784.1"	"3.44878631415269"	"3.28641828548987"	"3.66743684940086"	"3.3250585395968"	"3.35185019772405"	"3.30209129503247"	"3.43216922203604"	"3.43531599246086"	"3.42443674967156"	"3.34528444135614"	"3.42883059179227"
