"Sample","MHC","CYT"
"TCGA-XF-A9T0-01A",4.99143892401099,2.29703194558067
"TCGA-FD-A5BT-01A",7.54589301550235,4.50139127805275
"TCGA-FD-A3SN-01A",6.23567993968711,2.55070536198434
"TCGA-G2-AA3C-01A",6.86013020825926,2.40450175004783
"TCGA-HQ-A2OE-01A",4.0609281578155,0.897074561847772
"TCGA-BL-A3JM-01A",6.16422717422578,1.93506344576759
"TCGA-XF-AAN3-01A",5.76636211110047,1.03542467179277
"TCGA-FD-A3SR-01A",6.88713536809433,2.36445423827789
"TCGA-4Z-AA89-01A",6.63893611804815,0.801570340400122
"TCGA-G2-A2EO-01A",5.92893974577831,3.75962730798959
"TCGA-ZF-AA5H-01A",7.71547053805803,3.24963092645175
"TCGA-BT-A20V-01A",6.58754878979509,2.97230205948479
"TCGA-GC-A3WC-01A",7.91734997901955,3.79487644978984
"TCGA-GV-A3JV-01A",5.89462677281258,2.3389210611077
"TCGA-YF-AA3M-01A",5.50854547663752,0.935572092524723
"TCGA-FD-A3B5-01A",5.82446936011617,0.620404445344622
"TCGA-CF-A47V-01A",6.19393617984348,1.15250296263315
"TCGA-GU-A42P-01A",4.51432596725723,0.1258911797767
"TCGA-BT-A20T-01A",7.3118478947367,2.4945492359996
"TCGA-XF-AAN0-01A",5.84596001799312,1.85573789010644
"TCGA-E7-A7DV-01A",7.15340748053213,2.34575979057303
"TCGA-GV-A40E-01A",6.88013093654013,1.7905444165513
"TCGA-FJ-A3Z9-01A",4.426570449497,0.865253023250407
"TCGA-XF-A9ST-01A",3.79768026703273,0.172206388631492
"TCGA-FJ-A3ZF-01A",4.48209654858241,0.270547166388675
"TCGA-YC-A89H-01A",4.66207548344289,2.33062871318592
"TCGA-CF-A9FM-01A",5.59359122899463,1.41451859734585
"TCGA-DK-A1AD-01A",6.08747273425808,1.58377594346106
"TCGA-G2-A2EK-01A",5.0952164000636,0.931988978657101
"TCGA-E5-A2PC-01A",7.58453317666382,2.44957781984514
"TCGA-C4-A0F1-01A",6.21786666082666,1.94254123399195
"TCGA-FD-A43N-01A",5.61869534715494,1.7196480955531
"TCGA-BL-A13J-01A",4.92355194165496,0.794327780335759
"TCGA-FD-A3SO-01A",6.63363932031719,1.9357206114763
"TCGA-XF-A8HD-01A",8.32268743939126,4.63179826211127
"TCGA-BT-A20X-01A",6.01446946807158,1.77350408255715
"TCGA-ZF-AA52-01A",6.06285489025731,2.28650089831155
"TCGA-DK-AA76-01A",4.46008822999189,0.126235382979015
"TCGA-GV-A3JW-01A",4.18845653156455,0.324817154154811
"TCGA-FD-A3N6-01A",6.78888571270457,2.42847402892844
"TCGA-CU-A5W6-01A",5.44583151410822,1.00013261636993
"TCGA-DK-A2I4-01A",7.94463648670572,5.32979922294488
"TCGA-DK-AA6M-01A",7.14630646073509,3.7712410863938
"TCGA-4Z-AA7Y-01A",5.32290372163749,0.218477634097505
"TCGA-DK-A3WY-01A",7.16614105351855,3.66314779815374
"TCGA-E7-A3X6-01A",7.9849031892432,3.12466957116527
"TCGA-K4-A3WV-01A",5.25092050425926,0.381940910466146
"TCGA-DK-A3IQ-01A",4.78504477376013,0.683874670245477
"TCGA-ZF-AA56-01A",6.94654010499434,2.13208100809988
"TCGA-CU-A3QU-01A",5.56149529468731,0.439417157547854
"TCGA-FD-A6TI-01A",5.44557146840282,1.22498942999002
"TCGA-XF-A9T3-01A",7.63463883599404,3.86778208274308
"TCGA-FD-A3B3-01A",7.66798909927801,4.74902474156968
"TCGA-YF-AA3L-01A",5.14187917901769,0.692869778010546
"TCGA-SY-A9G0-01A",5.07795064751562,1.89410123166641
"TCGA-ZF-A9R2-01A",4.85469503711012,0.227550729476291
"TCGA-GU-AATQ-01A",6.24384964011544,1.63712182839734
"TCGA-FD-A5C1-01A",8.05730293071988,3.22384605157851
"TCGA-DK-A2I1-01A",5.98307901175358,2.18858627790531
"TCGA-CF-A5U8-01A",5.01215597817255,0.817701382142521
"TCGA-UY-A9PB-01A",8.08489435617118,4.46740085984701
"TCGA-DK-A3X1-01A",5.53356609270988,1.69236569508365
"TCGA-DK-A1AC-01A",5.65194044568772,3.42880811265038
"TCGA-FD-A62N-01A",8.07402172786807,5.7230016627753
"TCGA-DK-AA75-01A",4.19620573248893,0.337495546601424
"TCGA-XF-A9SL-01A",5.91705335111573,2.51045239665088
"TCGA-XF-A9T4-01A",7.27054816616943,2.58221539615875
"TCGA-XF-AAN2-01A",7.87317601272564,3.72258996838726
"TCGA-BT-A2LD-01A",6.31729355810789,1.47514404125695
"TCGA-ZF-A9R1-01A",4.65756209585013,0.792702821932212
"TCGA-ZF-A9R9-01A",4.91078658179493,1.01815325004215
"TCGA-DK-A6AV-01A",5.15365185484681,1.64630341387585
"TCGA-XF-AAMY-01A",4.73463092248541,0.848645861097756
"TCGA-GU-A763-01A",6.27630500132526,1.09533527920737
"TCGA-FD-A3B7-01A",7.20328461912305,4.77423678952081
"TCGA-FD-A3NA-01A",6.50216322876994,2.74940281605562
"TCGA-CF-A47T-01A",4.29330967000106,0.247453883949444
"TCGA-BT-A0S7-01A",4.78186251542399,0.870172677574343
"TCGA-GC-A3BM-01A",6.3356115857124,1.07077391239919
"TCGA-GD-A3OP-01A",5.4466996109215,1.84912899630201
"TCGA-SY-A9G5-01A",7.67570186654094,4.31128701473573
"TCGA-KQ-A41S-01A",5.28819103574827,1.45894643526427
"TCGA-4Z-AA7M-01A",4.84407456536997,0.61906757613477
"TCGA-FD-A3SJ-01A",5.20599068654943,0.769582316065772
"TCGA-E7-A677-01A",6.06598117083254,1.99256509915883
"TCGA-UY-A8OD-01A",5.03687034549932,2.27574063243513
"TCGA-DK-AA6L-01A",6.67134888094525,1.72442072041459
"TCGA-GD-A2C5-01A",5.66958925585407,0.753224915396244
"TCGA-K4-A4AC-01A",6.76288648009561,2.54884486343606
"TCGA-FD-A62O-01A",4.1690145942786,0.516150849972265
"TCGA-BT-A2LB-01A",6.71046132352662,2.05501644586408
"TCGA-FD-A3N5-01A",7.13817505692809,2.59240011426415
"TCGA-G2-A3VY-01A",4.70558331418751,0.204085052660569
"TCGA-DK-A1AA-01A",5.35557219977112,1.01336059035439
"TCGA-XF-A9SY-01A",7.50493018430175,5.33340595319548
"TCGA-DK-AA6Q-01A",7.70420297481561,4.04663075882634
"TCGA-G2-A2EL-01A",5.58463275201503,1.03607564627186
"TCGA-E7-A6ME-01A",7.08562217826375,2.62918084013135
"TCGA-HQ-A2OF-01A",4.92565244420292,0.471192115222937
"TCGA-FD-A6TF-01A",5.27646457383709,1.35261781979196
"TCGA-FD-A3SP-01A",7.04779308425399,2.75424373227798
"TCGA-BT-A20P-01A",5.77860047490056,0.325103957508649
"TCGA-GV-A40G-01A",4.24447441784318,0.539739642565441
"TCGA-CF-A47S-01A",5.88297850116268,1.43275132861526
"TCGA-XF-A9T2-01A",5.10825412462102,5.71287648878739
"TCGA-CF-A9FH-01A",7.12525187228729,0.18550073945767
"TCGA-ZF-AA4X-01A",5.69063753786154,0.268559583415791
"TCGA-XF-AAMQ-01A",7.10725707817052,3.1230824609021
"TCGA-CF-A3MH-01A",4.99230905077825,0.218832527544281
"TCGA-DK-AA6W-01A",4.55375536859222,0.806296682627351
"TCGA-KQ-A41O-01A",3.96942474513177,0.033106468116402
"TCGA-FJ-A3Z7-01A",4.9882594236839,1.27220792922526
"TCGA-S5-AA26-01A",4.17549138035006,0.281627621098749
"TCGA-FD-A3B4-01A",7.75304811175044,4.49106899196557
"TCGA-GC-A3OO-01A",5.63126111389747,1.03683226256511
"TCGA-XF-A9SP-01A",5.74251208830578,2.10562321644365
"TCGA-FD-A3SL-01A",5.43703311487841,1.41417202567546
"TCGA-FD-A6TB-01A",6.62366828838401,3.75862645624209
"TCGA-FD-A6TA-01A",6.08832645465029,1.84998946356289
"TCGA-XF-A8HB-01A",5.51321096381807,0.308560472364318
"TCGA-UY-A8OB-01A",8.24235468820528,2.94603525484789
"TCGA-GU-A767-01A",5.08379442199006,0.642761983644783
"TCGA-FD-A43U-01A",6.33179375133585,3.81508746015381
"TCGA-DK-AA6T-01A",6.40935271080632,3.0719795517533
"TCGA-5N-A9KI-01A",7.03123778849521,1.56366193120352
"TCGA-XF-A8HF-01A",5.38174778457215,1.49208984219264
"TCGA-UY-A78L-01A",4.96142865458659,0.641096760209348
"TCGA-FD-A5C0-01A",4.74908003016265,1.16790683731434
"TCGA-UY-A9PE-01A",5.15029331886802,0.669648350309056
"TCGA-K4-A6FZ-01A",6.99392098920465,2.59018102525068
"TCGA-DK-A3IK-01A",5.10376902208534,1.088285885619
"TCGA-LC-A66R-01A",7.70566463468219,4.38464142234939
"TCGA-GU-A762-01A",8.57259748125897,5.95918041914113
"TCGA-4Z-AA7O-01A",6.95590957408673,2.23510806610964
"TCGA-DK-A6B5-01A",6.78345041737171,1.58576434799021
"TCGA-C4-A0F0-01A",5.995241777323,2.15338872076838
"TCGA-UY-A78N-01A",4.35891838550225,0.805123381858719
"TCGA-G2-AA3F-01A",4.66081421795385,1.15317376806453
"TCGA-ZF-AA53-01A",7.48797037361447,2.87328906542812
"TCGA-LT-A8JT-01A",6.04365469926636,1.06482828493901
"TCGA-XF-A8HI-01A",5.57814856577211,0.763186693426867
"TCGA-FJ-A3ZE-01A",4.38076646395437,0.470252791845053
"TCGA-FD-A3SM-01A",5.54557955038887,0.968304017507336
"TCGA-DK-AA6X-01A",6.74891016941677,1.53600186843018
"TCGA-XF-A9SJ-01A",7.44872423957482,3.66845717780965
"TCGA-CF-A7I0-01A",4.72278886253926,1.77113002367604
"TCGA-GD-A3OQ-01A",5.84779630322834,0.904348904872904
"TCGA-CU-A0YO-01A",6.51626332414576,1.98451520282184
"TCGA-DK-AA71-01A",6.12815064601123,1.47995865147864
"TCGA-CF-A9FL-01A",4.90101646375254,1.17749841027388
"TCGA-ZF-AA5N-01A",5.46942786017765,0.585567706393505
"TCGA-UY-A9PF-01A",5.42842010278644,1.3487823754756
"TCGA-UY-A78P-01A",7.97621478790535,3.91502351835149
"TCGA-CF-A1HR-01A",5.94931812024631,1.95369381017517
"TCGA-DK-A3IN-01A",6.05252789417297,2.11839229707988
"TCGA-UY-A9PH-01A",8.13976850755763,3.95394460274579
"TCGA-GD-A76B-01A",7.7893579968296,2.5448151610582
"TCGA-ZF-AA58-01A",8.29150263190239,4.8840291124692
"TCGA-ZF-AA4V-01A",6.05111363397544,3.32985394852503
"TCGA-DK-AA6R-01A",5.86705055155103,2.60366647007913
"TCGA-FT-A61P-01A",8.25187139562185,2.67749391919439
"TCGA-2F-A9KQ-01A",4.61497850914367,0.289867123432111
"TCGA-K4-A54R-01A",6.93574496217463,4.54792537732369
"TCGA-FD-A62S-01A",6.41026350288946,1.78251877026587
"TCGA-ZF-A9R3-01A",6.23567716122434,0.622635999370192
"TCGA-BT-A42F-01A",6.65135817037287,4.08616698536333
"TCGA-K4-A83P-01A",6.29677721772006,3.34034438465784
"TCGA-K4-A5RJ-01A",8.31272874866373,5.81899523338131
"TCGA-XF-A9SX-01A",7.47935355267082,3.54798598443324
"TCGA-KQ-A41N-01A",4.45860920256949,0.31372046583723
"TCGA-DK-A1AE-01A",5.97943569002315,3.11015958908052
"TCGA-DK-A3WX-01A",6.69575284482238,4.13414889473327
"TCGA-DK-A3WW-01A",7.99641663764926,5.01051478184712
"TCGA-XF-A9SK-01A",6.73310923337201,1.84980925660992
"TCGA-KQ-A41R-01A",4.78840146091153,0.496701869570781
"TCGA-CF-A3MG-01A",4.40855762422422,0.0823675947140068
"TCGA-CU-A0YR-01A",6.09879125198801,2.80715837233198
"TCGA-UY-A78M-01A",4.72752228415418,1.02017129385032
"TCGA-CF-A5UA-01A",5.34733361097501,0.880455532314191
"TCGA-ZF-A9RN-01A",6.5642658072003,4.18038265656308
"TCGA-4Z-AA81-01A",8.19260958484118,3.71321435539696
"TCGA-E7-A8O8-01A",5.4049034633773,1.27741238169429
"TCGA-GC-A3RB-01A",6.09709206120493,1.27744580234293
"TCGA-BT-A20O-01A",7.78461750928762,6.27713502151969
"TCGA-G2-A2ES-01A",7.06493993302266,2.57157406257179
"TCGA-DK-AA6P-01A",4.55257639779049,0.52189978152334
"TCGA-FD-A43P-01A",7.21633216371566,4.47383934593146
"TCGA-2F-A9KT-01A",4.50170629087956,0.684597876563396
"TCGA-CF-A9FF-01A",5.23761268280526,1.17236037418646
"TCGA-UY-A9PA-01A",7.8367239038886,3.05184219309017
"TCGA-E7-A7DU-01A",5.345533662646,0.648583958838965
"TCGA-2F-A9KW-01A",5.33828533284543,0.804612197095388
"TCGA-4Z-AA87-01A",5.02294541731072,2.63953928368443
"TCGA-GU-A42Q-01A",5.69999532430968,1.4041272015973
"TCGA-E7-A97P-01A",8.01009058856,4.99343539882552
"TCGA-XF-AAMG-01A",5.14881084017227,1.13418289901021
"TCGA-BT-A3PH-01A",4.07644086141598,0.576417464111385
"TCGA-ZF-AA4R-01A",6.44106322068995,1.18046758718644
"TCGA-ZF-AA5P-01A",6.41231018837845,1.85736192980371
"TCGA-DK-A3X2-01A",4.34129549491106,0.211304557181146
"TCGA-YC-A8S6-01A",5.79324510286824,1.62351202023339
"TCGA-GC-A3RC-01A",7.36069849727111,3.77567705752252
"TCGA-BL-A0C8-01A",4.77773589274224,0.686225329771478
"TCGA-GU-AATP-01A",7.2947449688611,2.18432575766417
"TCGA-CF-A1HS-01A",5.98121027967955,1.27554813178929
"TCGA-ZF-AA4U-01A",6.47540993800679,0.636997050617129
"TCGA-GV-A3QF-01A",4.11160384289313,0.247590497317816
"TCGA-GC-A4ZW-01A",6.59756257816621,1.62773934162797
"TCGA-ZF-A9RD-01A",7.5555330487544,4.41085133133939
"TCGA-GU-A766-01A",8.51236069495553,5.92327038988121
"TCGA-G2-A2EF-01A",7.04067926777466,5.97614027831768
"TCGA-FD-A5BY-01A",6.48077698428403,2.80503788525408
"TCGA-CF-A8HX-01A",4.07085938360132,0.13174973550833
"TCGA-GV-A6ZA-01A",7.77146184264918,2.75938837962111
"TCGA-DK-A1A5-01A",7.26766177651444,1.6598908874519
"TCGA-4Z-AA7N-01A",6.3095239454727,2.93414632633
"TCGA-GC-A3RD-01A",5.03707908859265,0.728592187081125
"TCGA-G2-A3IE-01A",4.81078569088421,0.640809408627042
"TCGA-FD-A5BZ-01A",5.3876052810076,0.689463067202498
"TCGA-BT-A3PJ-01A",7.78555548159982,3.7992437265452
"TCGA-CU-A72E-01A",4.75434595483049,1.11049501172643
"TCGA-ZF-A9RM-01A",5.13307334610679,0.245435382002888
"TCGA-FD-A6TH-01A",5.82931147005666,1.47401339918607
"TCGA-GD-A3OS-01A",6.46602424802014,1.07173896848881
"TCGA-DK-A3IS-01A",7.35008116295626,1.04327257543022
"TCGA-K4-A3WS-01A",7.00611807185029,2.55589197580603
"TCGA-4Z-AA7R-01A",5.12379275161615,0.179828159602776
"TCGA-DK-A6B1-01A",5.75239490018471,0.493520212705011
"TCGA-GV-A3QI-01A",5.55070128441172,0.410529701411658
"TCGA-DK-A6AW-01A",5.25824179520623,1.51277762401348
"TCGA-BT-A20W-01A",5.97720857520424,2.32648317246265
"TCGA-DK-A3IU-01A",7.78039355111114,5.04331503375333
"TCGA-GC-A3YS-01A",6.77535421010661,3.57592260703802
"TCGA-4Z-AA7Q-01A",7.19300849620214,3.87992822720042
"TCGA-LT-A5Z6-01A",5.25087242974976,2.03813573351498
"TCGA-GC-A3I6-01A",7.63696838768252,3.68429729702049
"TCGA-E7-A5KF-01A",5.30673305546309,0.25255021020076
"TCGA-DK-A3IM-01A",5.06072919160078,0.535089031413242
"TCGA-CF-A47X-01A",5.0268110883934,0.353865719679794
"TCGA-BT-A2LA-01A",5.61591337635512,0.404334091656603
"TCGA-FD-A6TD-01A",7.62200005839875,4.12108177047739
"TCGA-XF-AAMX-01A",4.37265271576646,0.748817891181205
"TCGA-ZF-A9R5-01A",6.51125200384362,1.68134786267139
"TCGA-XF-A8HC-01A",4.59604939802107,0.0736301831128652
"TCGA-ZF-A9RF-01A",7.41165899628843,4.44615282233447
"TCGA-H4-A2HO-01A",5.09898391789654,1.8394531358273
"TCGA-BT-A42E-01A",6.65255501958608,4.05327999654004
"TCGA-FD-A5BU-01A",6.61267340513885,3.66735312622253
"TCGA-XF-A9T6-01A",6.52612143504084,1.37667596345837
"TCGA-ZF-AA4T-01A",5.75480212790079,0.269404096487119
"TCGA-FD-A3B6-01A",7.50219503197805,4.23963253392685
"TCGA-4Z-AA80-01A",6.0668211353476,1.20326276455047
"TCGA-XF-A9SW-01A",5.70992977436205,1.97057370677482
"TCGA-E7-A5KE-01A",3.78046890114148,0.152118587383472
"TCGA-DK-AA6S-01A",6.74760370808795,2.44367413662792
"TCGA-FD-A5BR-01A",5.76106472142702,1.74992218280199
"TCGA-FD-A6TC-01A",5.46368890654408,0.927552842716066
"TCGA-XF-AAN1-01A",5.85172424529643,0.916452165641546
"TCGA-DK-A3IV-01A",6.98847823584161,2.70625113988342
"TCGA-PQ-A6FN-01A",5.96301722026079,1.90601406781464
"TCGA-K4-A5RI-01A",5.23684011773115,3.4117745542774
"TCGA-ZF-A9R7-01A",7.84692261974666,4.17217065861079
"TCGA-XF-A9SM-01A",7.86394162387144,5.09074022872248
"TCGA-FD-A6TE-01A",6.94776077122351,1.9518138030022
"TCGA-XF-AAME-01A",6.46415122970777,3.3534500908068
"TCGA-BT-A42C-01A",5.07795373702832,0.509564294816966
"TCGA-CF-A47Y-01A",4.77271107962872,0.610911119100107
"TCGA-E7-A519-01A",6.4438729538599,1.88990904528606
"TCGA-FD-A43Y-01A",7.6906583384169,1.87971521139411
"TCGA-BL-A5ZZ-01A",5.80980028148353,3.79800855937439
"TCGA-CF-A3MF-01A",3.26691596651529,0.302589295446928
"TCGA-FD-A3B8-01A",7.56257421648876,4.94639874630111
"TCGA-DK-A1A7-01A",4.21231280350198,0.906534221006345
"TCGA-DK-A1A6-01A",6.60831159379229,3.52716086031113
"TCGA-DK-A6B2-01A",7.14872737802163,2.38049716522208
"TCGA-DK-AA74-01A",8.15207216129777,4.57813535392082
"TCGA-ZF-AA4N-01A",6.31828944871127,2.15730808187734
"TCGA-BT-A0YX-01A",5.78081324040837,2.94332859015208
"TCGA-R3-A69X-01A",6.10895530629056,2.20523197508174
"TCGA-XF-AAMW-01A",6.86688783356992,1.13394136081522
"TCGA-C4-A0EZ-01A",4.07505630168768,0.757252303480688
"TCGA-E7-A678-01A",6.04161026769208,1.88720655065293
"TCGA-G2-A3IB-01A",6.18540314601725,1.00512552260497
"TCGA-DK-A3IT-01A",5.44080734568379,1.16767896133016
"TCGA-MV-A51V-01A",4.6505721734107,0.392345506824789
"TCGA-UY-A78O-01A",4.97494172450706,0.385509312776593
"TCGA-FD-A6TK-01A",7.53428729707182,3.19372208536021
"TCGA-4Z-AA83-01A",6.35554243994845,1.79442614651044
"TCGA-DK-A2I6-01A",5.28705785239682,0.808692984684921
"TCGA-XF-AAN4-01A",6.35945539246987,3.67778312303883
"TCGA-CF-A27C-01A",5.44832637676591,0.86303087861178
"TCGA-5N-A9KM-01A",5.78017741544751,2.38741971661015
"TCGA-BT-A20U-01A",6.14889460997439,1.59816535566363
"TCGA-YC-A9TC-01A",6.3385599878967,1.52566929344654
"TCGA-E7-A6MD-01A",5.71906434190502,1.95894964730755
"TCGA-K4-A5RH-01A",8.36422799740984,5.87453497720797
"TCGA-XF-AAMH-01A",4.45496749859034,2.26939144878576
"TCGA-DK-A1AB-01A",7.04046245862151,2.07846751928391
"TCGA-E5-A4TZ-01A",4.89015658271501,0.475831628641106
"TCGA-FD-A43X-01A",5.02506911449208,0.378005878188453
"TCGA-XF-A9SU-01A",5.18774269573609,2.42334649320031
"TCGA-BT-A20N-01A",4.89399253842319,0.86461207786513
"TCGA-BT-A20J-01A",5.98342634749331,3.11655946992782
"TCGA-E7-A4IJ-01A",6.6360165831523,3.02590479766531
"TCGA-CF-A47W-01A",5.20163573749124,0.803467889775077
"TCGA-XF-A9SV-01A",4.33990873995788,0.939507000418355
"TCGA-K4-AAQO-01A",5.71936137005935,1.8296685324609
"TCGA-CU-A3YL-01A",5.67317521376156,1.70513564281954
"TCGA-DK-A2I2-01A",6.34247830142521,1.90804195972868
"TCGA-4Z-AA84-01A",4.67927913632786,0.81388545020242
"TCGA-DK-A1AF-01A",6.42654899141455,3.36873790565863
"TCGA-E5-A4U1-01A",4.82151732371483,0.974819561336209
"TCGA-BT-A20Q-01A",6.8075323323084,2.33333514320091
"TCGA-ZF-A9R4-01A",7.31540354663052,2.67498692971597
"TCGA-KQ-A41Q-01A",5.48229315083277,0.521892538531065
"TCGA-E7-A8O7-01A",6.15034503500284,1.59851066724573
"TCGA-ZF-AA4W-01A",6.88073373759882,2.5272155709276
"TCGA-XF-AAN7-01A",5.46346251145424,2.20725413518106
"TCGA-XF-A8HH-01A",4.86908294151198,1.2606717224251
"TCGA-FD-A5BX-01A",6.71615599499077,6.10890500438257
"TCGA-ZF-A9RE-01A",5.24881363687077,0.922282725491419
"TCGA-FT-A3EE-01A",4.64629500645448,0.515583584427907
"TCGA-XF-A9T5-01A",8.43646876769537,3.93549943424121
"TCGA-XF-AAML-01A",7.53132384341538,2.02216656921777
"TCGA-BT-A3PK-01A",6.24457389416812,2.00963742391886
"TCGA-CF-A3MI-01A",4.45935083314712,0.653472106801808
"TCGA-E7-A541-01A",7.41037495925718,3.78093363989973
