symbol,PVal,HR,BB3,BB4,P_adj
ADAM10,0.00536439818231442,1.48799067439857,1.12486619181121,1.96833744601394,0.0703809041519652
ANKRD13A,0.00401319767445843,0.674455318515108,0.515741455592783,0.882011658633247,0.059833128964653
B4GALT1,0.000144225367090671,1.51459259970136,1.22270757410766,1.87615648389542,0.00947172796647371
BACH1,0.029529479880533,1.31794659022402,1.02782865287429,1.68995406950926,0.146752566679012
CD3D,0.0458418438286014,0.876662583623239,0.770408121587152,0.997571629880633,0.190693863377562
EEF2K,0.0106384302338986,0.699016118018824,0.531082298115059,0.920052381682369,0.0856267901922805
EPG5,0.00318712368568756,0.64085093123809,0.476790687187994,0.861363124541893,0.0522688284452761
FBXO31,0.00535908770843557,0.602848694171097,0.422189177844444,0.860814457441401,0.0703809041519652
FRMD6,0.00127196236463024,1.31561207787581,1.1134399493431,1.55449347804869,0.0298002611141943
HLA-DQB2,0.0144769565661784,0.903932021192964,0.833635556866769,0.980156247184385,0.0949688350741301
KRT14,0.0139086811709186,1.12944803146514,1.02503648562174,1.24449507278438,0.093103008654312
NPTN,0.00914093833801217,1.45689565804215,1.0978657379509,1.93333746108487,0.0835832568560402
SALL1,0.0257445941201933,1.24615208032602,1.02700969234807,1.51205487043696,0.140737114523723
UBASH3A,0.022441804832216,0.717910056356096,0.540126047852546,0.954212171522443,0.129138806753805
ZNF750,0.000797292421894421,0.804464530011054,0.708408785029911,0.913544825701986,0.0217926595317808
ACAP1,0.00432474459485136,0.741537679506639,0.603852588208556,0.910616499565579,0.0616746185700541
BCAR3,0.000104547675089831,1.41591269691509,1.18778251191343,1.68785846329373,0.00947172796647371
C16orf54,0.00636041071148755,0.798338349499921,0.679090237600995,0.938526406348864,0.0772672116062191
CD6,0.0104110147636931,0.773700927277162,0.635807670729296,0.941500319086915,0.0856267901922805
CEP104,0.0128694396002624,0.647167938712099,0.459308255941194,0.911863297642294,0.091764699758393
CTLA4,0.0109644060612067,0.778779615889313,0.642320790611504,0.944228645545331,0.0856267901922805
FCRL5,0.0246002368107267,0.794749075381504,0.650472573998155,0.971026478391612,0.139118580584799
HLA-DRB5,0.0020631382163095,0.884663905140602,0.818316785844782,0.956390286251649,0.0398064314676186
ICOS,0.0166036138432096,0.751105276706157,0.594285941851189,0.949305876121668,0.102754440388165
IRX3,0.000670203186727402,0.832325698021897,0.74879971132515,0.925168716159961,0.0199842404769625
LTB4R2,0.0438034547338538,0.700458087650226,0.495518108188361,0.990158632846783,0.186591339645507
MTMR12,0.00846699894642285,0.695899796390583,0.531293592718132,0.911504548998729,0.0835832568560402
RMC1,0.00369552789435499,0.595274048707839,0.419391104488379,0.844918238066352,0.0577206261594493
SEPTIN1,0.000936023819968186,0.707643933235926,0.576581002957308,0.868498846956789,0.0236166009961204
SH2D1A,0.0289272086654069,0.805719686950556,0.663758417813065,0.978042909163576,0.145971145265438
TENT5C,0.000160666624536153,0.752261889808024,0.648877887459693,0.872117792568009,0.00947172796647371
TM4SF19,0.000214125199809372,1.41351525224209,1.17684905565531,1.69777539330093,0.010033295076782
TPGS1,0.00917377209395563,1.66745536319979,1.13505403474077,2.44958152049451,0.0835832568560402
TPSB2,0.0333244709628556,0.906558505440246,0.828244740452727,0.992277141822623,0.159839035634636
VAMP8,0.0336246751792374,0.790037677157279,0.635659335387576,0.981908856805359,0.159839035634636
XCL2,0.0491012825330513,0.8040432187944,0.647040873214292,0.999141668559093,0.197694562072801
ZNF80,0.0283984318351219,0.232273559903242,0.0629570559705825,0.856949325192944,0.145682677002857
ADA2,0.00310020066378957,0.819694950599038,0.718507278367775,0.935132923863913,0.0522688284452761
ARHGAP30,0.0109336990210535,0.820191101826946,0.704067167687357,0.955467708749657,0.0856267901922805
ATL3,0.0390100566866385,1.37313712292295,1.01612373219541,1.85558657731114,0.177181848006317
ATP5F1D,0.0465106983847712,1.25103942550085,1.00346732584979,1.55969168486087,0.190693863377562
BAZ2B,0.0122779001587883,0.642792495834679,0.45482541638779,0.908441300362799,0.0917419567010245
CD109,2.71408751478609e-05,1.31421257822612,1.1567498210225,1.49310997882071,0.00445110352424918
CD27,0.0180082943933881,0.859587719847774,0.758305730347509,0.974397289302409,0.105477152875559
CD52,0.0394132596954812,0.902796230316346,0.819092464723357,0.995053755925687,0.177181848006317
CD69,0.0128301992067144,0.83979462731367,0.731896920484393,0.96359882973431,0.091764699758393
CD74,0.0138921599956562,0.880189614462385,0.795094955359745,0.974391488947266,0.093103008654312
CENPC,0.000173263316459885,0.435360767947462,0.282064437698085,0.671970560396138,0.00947172796647371
CIITA,0.00139788839074996,0.77047327747032,0.656585388989953,0.904115567068978,0.0305671594777324
CLEC12A,0.0394337649526255,0.836823688399297,0.706336669232555,0.991416580746206,0.177181848006317
CLEC12B,0.049845076275482,0.233941036006208,0.0547822304605663,0.999017525711243,0.197694562072801
CLEC2D,0.00634940123979981,0.722016926547891,0.571429455080152,0.912288363134064,0.0772672116062191
CTSH,0.000497928535589302,0.827859962027218,0.744345089541408,0.920745130662383,0.0163320559673291
CXCR6,0.0172608706072983,0.787806326876204,0.647379493716234,0.958693957238967,0.104843806651738
CYP4B1,0.000266452102599605,0.89394501710489,0.841659628129969,0.949478467183006,0.0109245362065838
FCRL2,0.0276867440862554,0.758372667667767,0.592861820655129,0.970089628018198,0.145682677002857
FCRL3,0.015341382541506,0.694586453985636,0.517324570343822,0.932587334368626,0.0986661465414502
GCSAM,0.00882149423608148,0.570699250318713,0.375062939081203,0.868381277852211,0.0835832568560402
