symbol,PVal,HR,BB3,BB4,P_adj
A4GALT,0.0107287610198733,1.31865257091659,1.06622201766314,1.63084664730147,0.648951934472428
APOBEC3D,0.0413750640538672,1.38118071073906,1.0127123169017,1.88371378907877,0.648951934472428
LAG3,0.0179669996235256,1.35373953617692,1.0533842387407,1.73973623717719,0.648951934472428
MYOF,0.0283341175169074,1.29792411424303,1.02805689706817,1.63863207487616,0.648951934472428
SALL1,0.032162638032146,0.511080135781066,0.276566488140291,0.944448862717939,0.648951934472428
SLC30A7,0.0395178368936049,0.685764737391979,0.478863206928687,0.98206182526845,0.648951934472428
SLC4A7,0.0430821500840309,0.698717246481929,0.493682725170641,0.988905962554271,0.648951934472428
USO1,0.0417838496107242,0.711102455435517,0.512118797962269,0.987401173591908,0.648951934472428
ZMPSTE24,0.014303301396867,0.685555262868738,0.506821472682067,0.927320651905075,0.648951934472428
APOBEC3F,0.0104472089212369,1.71583014625393,1.13502341274222,2.59384349057691,0.648951934472428
BAG3,0.0457849524321038,1.39317312390947,1.00622918233283,1.92891578505391,0.648951934472428
CCN5,0.0453866552387002,1.32749601260931,1.00583406504852,1.75202424011023,0.648951934472428
DHX58,0.0358169090048519,1.42259927103302,1.02362304954288,1.97708393421527,0.648951934472428
FMO2,0.0204337056158908,1.7789890352332,1.09311975936819,2.89520151873313,0.648951934472428
KLF8,0.00877828069240188,2.50869390012654,1.26094096471774,4.99114967364149,0.648951934472428
PTPN14,0.00339626603374707,1.76256788005689,1.20630566975153,2.57533858101498,0.553591363500773
SYTL3,0.0279062164579746,1.69305770894606,1.0588153752901,2.70721834298666,0.648951934472428
TXK,0.0434132396245058,1.98740392448694,1.02052600139571,3.87033192066077,0.648951934472428
VGLL3,0.0262860655702854,1.45823296726407,1.04548335812644,2.03393327142621,0.648951934472428
FLNA,0.0279884358338029,1.16221362597777,1.01637889401148,1.32897339797881,0.648951934472428
KCTD9,0.0432213440046088,0.764214436713279,0.588828898500567,0.991839406605538,0.648951934472428
SLC46A2,0.0245297221427266,8.47057557451325,1.31569667769145,54.5343404601705,0.648951934472428
TRPV4,0.00227489290027233,1.71274450716732,1.21229044598715,2.41979449441518,0.553591363500773
