symbol,PVal,HR,BB3,BB4,P_adj
ANKK1,0.000523458883531873,2.15981094016377,1.39779415185251,3.33724625408458,0.00281230851152418
ATP11C,0.00270195221104305,0.686373110903392,0.536751094387592,0.877703002932323,0.0110497747138178
BCAR3,5.5958856603595e-05,0.59677596307588,0.464256411440318,0.76712252395232,0.000567878767014261
CD300E,0.000321947210098611,1.50381131225448,1.204042695797,1.87821284972591,0.00210032227540522
CENPC,0.000333223257959012,0.5117605367155,0.354930258494455,0.737888192599473,0.00212332959722719
CEP104,8.5513145465852e-05,0.532216988488702,0.388533468688903,0.729036095118963,0.000755825866375595
CREB3L2,0.0132277755138625,0.724940911937595,0.562070351802715,0.935006310358413,0.0402712276755368
CSNK1G1,0.00157788647781003,0.55149391799899,0.381269147736984,0.797718733328221,0.00708755565442537
ENTPD4,1.67789645742765e-05,1.97880157733241,1.45018705193572,2.70010387779051,0.000221054362059389
ESYT2,0.00521332796458192,0.704828716698501,0.55144024373165,0.9008836869088,0.019046024830606
FAM111A,0.0169976041288115,1.34534083787539,1.05447803758497,1.71643401336315,0.0485139951176495
GBP2,0.00400176578919477,1.22742813799775,1.06755141383542,1.41124803398077,0.0158910699454981
GBP5,0.0153494488986875,1.14871419221797,1.02689767607811,1.28498128503176,0.0447420106195784
GJA5,2.93062616218269e-07,0.715088335168834,0.629061616518809,0.812879555303857,8.92212853820063e-06
HIPK3,4.60160982973452e-06,0.547243771940693,0.422854759207734,0.708223661687001,8.85620699833862e-05
IRX5,0.0211926434517984,1.16727145143557,1.02339535628057,1.33137465689553,0.0586543869271997
ITSN2,0.000685453552856328,0.581528425579228,0.425274109663377,0.795193739925378,0.00354366553740819
KCTD9,0.00422920771587821,0.674662764671048,0.51520684124492,0.883470112574073,0.0160171774344151
KDM5A,0.0344852971006781,0.727493579389079,0.541685706999233,0.977036870668407,0.0866878110604201
KRT79,7.9297849822602e-07,2.71864260899802,1.82776176900053,4.04375327289025,1.97523735012663e-05
MME,0.0041806499808419,0.875648207041743,0.79958751206252,0.958944169247438,0.0160171774344151
MTCP1,0.00073532009399554,1.32904663126373,1.1267283310333,1.56769373718824,0.00369162494749286
P4HA3,5.53747236161297e-07,1.41990979592268,1.23781390788985,1.62879396951857,1.51726742708195e-05
PIK3R4,1.69421226395882e-05,0.55591801846322,0.425435457717857,0.726420042442789,0.000221054362059389
PTPN14,0.00892032944291874,0.733677755124363,0.581706709662014,0.925351279989671,0.0287549443218792
RALBP1,0.00833992419124182,0.748658202324603,0.603780726974952,0.928299097448929,0.0272040384333364
RARRES1,3.23688085667356e-06,1.23791051802371,1.13152584228216,1.35429735086121,7.00603657605264e-05
SH2D1B,0.0117874654784454,0.554233163815741,0.350124684330896,0.87732860212421,0.0362895004617307
SP110,0.0316511907145705,1.59823335097252,1.0420650552187,2.45123836690288,0.0825945357694507
TNKS1BP1,0.000741019606248566,1.6564673837301,1.23553940936943,2.22079860225745,0.00369162494749286
TPGS1,0.0192424471243405,1.44534995536152,1.06176109265389,1.96752029050337,0.0538003113476459
TPSD1,0.000232588618524267,0.589581842371013,0.44499957363809,0.781139509891531,0.00163408414040126
TRIP4,6.48227584214128e-06,0.392815721321133,0.261716643823689,0.58958493683341,0.000104479034161571
VPS4B,9.44701262102955e-08,0.465905057554514,0.35195237110071,0.616752550852292,4.31413576360349e-06
ZBTB41,0.0145543291837073,0.69085648120094,0.513508006949651,0.929455181142176,0.0428804967347935
ZNF654,7.41566033813232e-05,0.541765293553973,0.400081091753889,0.733625355832051,0.00070148617773115
ZNF750,0.0341539218556474,0.361774749897769,0.14121216527963,0.926839195507138,0.0866497647078462
ADA2,0.0402164797583993,0.856335072648196,0.738402940485824,0.993102432887007,0.0992731121964092
AICDA,0.00770090983880515,1.39010017436064,1.09103784203832,1.77113792052101,0.0255364296207733
ANKRD50,0.00655118585988394,0.706146934558389,0.549497953968512,0.907452865993352,0.0227218345013696
BAG3,0.0116787578148955,0.691614253473797,0.519278289274414,0.92114437573827,0.0362895004617307
CCL8,1.86427406870237e-05,1.40015852457582,1.20017937918797,1.63345907115047,0.00023218686128384
CD1C,0.0310864485418576,0.776620621686234,0.617161786902245,0.977279544567536,0.0819008355814324
CLEC12B,0.00435589051085331,4.95472475862812,1.64909557706672,14.8865219064069,0.0161285675672136
DHX58,1.37861466412144e-07,2.23072340167886,1.6550382861077,3.00665364455134,5.39629168527535e-06
EPG5,0.0261817223672435,0.690850370944404,0.498660594206721,0.957112393838293,0.0703312934178895
ETV3,0.00542990286161815,0.669227814349964,0.504214641884301,0.888244470303183,0.0195762287379391
FCGR2B,0.00417952908559407,1.33436949094579,1.09534905393631,1.62554752018844,0.0160171774344151
FMO2,0.000366980152588253,0.821210163242409,0.73687435575251,0.915198265413822,0.00223450137353736
FYCO1,0.000347431387171536,0.625456929955134,0.483648487089605,0.808844401815372,0.00216355000193184
GCSAML,0.00615892369800957,0.0729017476701197,0.0111943487072406,0.474763199927856,0.0219161700422678
GPR171,0.00144766752263902,1.40116106823206,1.13852480659901,1.72438257625128,0.00683898105522573
GPR68,2.47379077608354e-07,1.90683246565898,1.49221870543995,2.43664687946603,8.47273340808614e-06
HBP1,1.9904825762803e-11,0.49836087270792,0.406587972292344,0.610848269922806,5.45392225900803e-09
IFIH1,0.000440264274571447,0.660480185914261,0.524088720721583,0.832366846942852,0.00246188594352197
IFNG,0.000127440157041211,1.42636104286684,1.18941106571779,1.71051529891424,0.00105813948573612
IGLL5,7.42448874240998e-05,1.15042125905867,1.07338002787401,1.23299208008879,0.00070148617773115
