symbol,PVal,HR,BB3,BB4,P_adj
CBLN1,0.00115708037261715,0.645850379783024,0.496138218476714,0.840738926234231,0.138849644714058
DNAJC21,0.0433519584943004,1.43931038784985,1.01093561875135,2.0492050672141,0.473802114360375
GATA3,0.0107097092397482,1.44754470325506,1.08959811016918,1.92308122450434,0.328297624224128
MTCP1,9.02490705956582e-05,2.03469627972608,1.4258438937777,2.90353591216949,0.032489665414437
SCPEP1,0.00984122830455176,1.18043672024302,1.04074036928648,1.33888421321967,0.328297624224128
SLC4A7,0.0254073112183853,1.45188780167676,1.04697659645356,2.01339571084793,0.412191321926142
STPG1,0.049645272921497,1.6178433317916,1.00074624567753,2.61546526657264,0.49645272921497
TARP,0.0120432086490264,0.16707271433757,0.0413345780266297,0.67530124193212,0.328297624224128
BACH1,0.0185530672659779,1.35027337475508,1.0515969940696,1.73378033301206,0.351531800829055
BATF,0.0213917930872363,1.15161140585344,1.02114218736544,1.29875040567404,0.366716452924051
BCAR3,0.0447747256679828,1.32012610509516,1.0064980279012,1.73148171684723,0.473802114360375
CCR7,0.0409325864932755,0.723288011973573,0.530176833342658,0.986737849268812,0.473802114360375
CD109,0.0447378815445266,1.19998370387855,1.00429156462164,1.4338076115541,0.473802114360375
FCGR2B,0.00155296593057175,1.33231012698095,1.11540407315092,1.59139662224977,0.139766933751458
IER3IP1,0.0456747296198732,1.37103767402048,1.0060858583172,1.86837364628858,0.473802114360375
KRT79,0.00103869947151536,31.886671599711,4.02791908446391,252.428066300924,0.138849644714058
LGMN,0.0136790676760053,1.35338937678983,1.06402282882601,1.72145066401305,0.328297624224128
MBD2,0.0376585688916038,1.37530749737464,1.01834781313249,1.85739163765338,0.473802114360375
NABP1,0.0038322821312885,1.63391514118645,1.17139166554368,2.27906580448414,0.223928238285796
OSMR,0.0182173578490575,1.19889597711249,1.03130335561542,1.3937233463948,0.351531800829055
PTPN12,0.0135929641262144,1.33439548095175,1.0611662693808,1.67797578095228,0.328297624224128
RBMS1,0.0196563610458612,1.33886346512862,1.04774937251384,1.71086275523639,0.353814498825501
RCAN3,0.0417958602565332,1.32284495750407,1.01044299609477,1.73183325368889,0.473802114360375
RMC1,0.0345785587167851,1.47079964284007,1.0283816288831,2.10354943011568,0.473802114360375
SLC37A2,0.00435416018889047,1.47896750658528,1.13013420421911,1.93547357240326,0.223928238285796
SLC38A3,0.0460640944517032,0.904071654096518,0.81878649792043,0.99824014907027,0.473802114360375
STX11,0.0122718927622998,1.31282832867167,1.06094063094518,1.62451900727695,0.328297624224128
ZMPSTE24,0.0356247972980996,1.33509313340784,1.01961358051562,1.74818549785437,0.473802114360375
CDC34,0.0167852028693903,1.3480106852899,1.05535177678165,1.72182664362132,0.351531800829055
CPLX1,0.0274794214617428,0.850469969916477,0.736418265990564,0.982185264995859,0.412191321926142
DENND6A,0.0171272887629117,1.55565441524382,1.08176444037336,2.23714199630406,0.351531800829055
DHX58,0.0289459643735254,0.757544176720979,0.590469287337115,0.971893360062648,0.416821886978766
FRMD6,0.0271415540350952,1.34977059874741,1.03445121105978,1.76120502326684,0.412191321926142
GJA5,0.00433741059628671,0.746749304751124,0.610988951317874,0.912675299518095,0.223928238285796
KPNA6,0.00592499319387731,1.54357811678548,1.13306428959058,2.10282278288016,0.266624693724479
MANBA,0.0122373126638544,1.49620551679531,1.09165855774845,2.05066953636668,0.328297624224128
